id,text,sentence,pet,label,category,euph_status,sub-category,pet_wordform,translation,year,notes,pun,label2,label3,notes2,source,lemma_count
308,"Усі інші так звані парки насправді були занедбаними чагарниками між житловими масивами, де панували безпритульні собаки, молоді люди зі шприцами і <любителі оковитої>.","Усі інші так звані парки насправді були занедбаними чагарниками між житловими масивами, де панували безпритульні собаки, молоді люди зі шприцами і <любителі оковитої>.",любитель оковитої,1,substances,always_euph,alcoholism,любителі оковитої,heavy drinker,,,,,,,Grac v. 18,25
311,"Хлопці стверджують, що такий приклад зі сторони суттєво впливає на підсвідомість: ніхто з них не дозволяє собі <хильнути зайвого> навіть у вихідні та свята.","Хлопці стверджують, що такий приклад зі сторони суттєво впливає на підсвідомість: ніхто з них не дозволяє собі <хильнути зайвого> навіть у вихідні та свята.",хильнути зайвого,1,substances,always_euph,alcoholism,хильнути зайвого,drink too much,,,,,,,Grac v. 18,25
312,"Хоч студент був <захмелілий>, він відмовився платити таку суму, оскільки вона була відверто завищена.","Хоч студент був <захмелілий>, він відмовився платити таку суму, оскільки вона була відверто завищена.",захмелілий,1,substances,sometimes_euph,alcoholism,захмелілий,tipsy,,,,,,,Grac v. 18,22
313,Хто в суботу і в неділю <приклався до чарки>.,Хто в суботу і в неділю <приклався до чарки>.,прикладатися до чарки,1,substances,always_euph,alcoholism,приклався до чарки,to drink alcohol,,,,,,,Grac v. 18,25
314,"Хто казав, що <рідка валюта> вже не працює?..","Хто казав, що <рідка валюта> вже не працює?..",рідка валюта,1,substances,sometimes_euph,alcoholism,рідка валюта,vodka,,,,,,,https://www.facebook.com/zolotasota/videos/3753782844749340/,9
315,"Хто сюди звертається по допомогу та як лікують людей, одержимих <зеленим змієм>, дізнавалася кореспондент«ВЗ».","Хто сюди звертається по допомогу та як лікують людей, одержимих <зеленим змієм>, дізнавалася кореспондент«ВЗ».",зелений змій,1,substances,sometimes_euph,alcoholism,зеленим змієм,alcoholism,,,,,,,Grac v.18,15
316,"Хтось може <“прийняти на груди”> 1,5 літра горілки й почуватися чудово, а інший ваш гість після 50 грамів опиниться на лікарняному ліжку.","Хтось може <“прийняти на груди”> 1,5 літра горілки й почуватися чудово, а інший ваш гість після 50 грамів опиниться на лікарняному ліжку.",прийняти на груди,1,substances,sometimes_euph,alcoholism,прийняти на груди,drink alcohol,,,,,,,Grac v. 18,12
317,"Цар Олександр I, який сам відзначався надмірною <схильністю до алкоголю>, в 1816 р. побував у Києві.","Цар Олександр I, який сам відзначався надмірною <схильністю до алкоголю>, в 1816 р. побував у Києві.",схильність до алкоголю,1,substances,always_euph,alcoholism,схильністю до алкоголю,a tendency to become an alcoholic,,,,,,,Grac v. 18,25
318,"Це був 20-річний чоловік, який любив <«залити за комір»>.","Це був 20-річний чоловік, який любив <«залити за комір»>.",залити за комір,1,substances,sometimes_euph,alcoholism,залити за комір,to drink heavily,,,,,,,PAWUK,23
319,"Це взагалі навіть не обговорюється. Моя б воля, дозволила б плодитися тільки після проходження цілого ряду навчань і експертиз - на наявність <схильностей до алкоголю>/наркотиків і т.п., висновку психіатра, довідки про майновий стан і т.д.","Це взагалі навіть не обговорюється. Моя б воля, дозволила б плодитися тільки після проходження цілого ряду навчань і експертиз - на наявність <схильностей до алкоголю>/наркотиків і т.п., висновку психіатра, довідки про майновий стан і т.д.",схильність до алкоголю,1,substances,always_euph,alcoholism,схильностей до алкоголю,a tendency to become an alcoholic,,,,,,,PAWUK,25
320,"Це означає, що <любителі оковитої> і власники куплених прав й надалі чинитимуть свавілля на трасах, поповнюючи список дорожніх трагедій.","Це означає, що <любителі оковитої> і власники куплених прав й надалі чинитимуть свавілля на трасах, поповнюючи список дорожніх трагедій.",любитель оковитої,1,substances,always_euph,alcoholism,любителі оковитої,heavy drinker,,,,,,,Grac v. 18,25
322,"Цим людям краще не дозволяти часто <прикладатися до чарки>, адже наслідки можуть бути неприємними як для них самих, так і для оточення.","Цим людям краще не дозволяти часто <прикладатися до чарки>, адже наслідки можуть бути неприємними як для них самих, так і для оточення.",прикладатися до чарки,1,substances,always_euph,alcoholism,прикладатися до чарки,to drink alcohol,,,,,,,PAWUK,25
324,Через відмову суддів розглядати справу колеги Юрій Андрейків може уникнути відповідальності за керування авто <у нетверезому стані>.,Через відмову суддів розглядати справу колеги Юрій Андрейків може уникнути відповідальності за керування авто <у нетверезому стані>.,у нетверезому стані,1,substances,always_euph,alcoholism,у нетверезому стані,drunk,,,,,,,Grac v. 18,25
326,"Через деякий час між ними виникла сварка, у ході якої у <захмелілої> жінки виник умисел позбавити життя чоловіка.","Через деякий час між ними виникла сварка, у ході якої у <захмелілої> жінки виник умисел позбавити життя чоловіка.",захмелілий,1,substances,sometimes_euph,alcoholism,захмелілої,tipsy,,,,,,,PAWUK,22
327,"Чи є місце для фанфічної творчості, що приписує <схильність до алкоголю> будь-кому з персонажів?","Чи є місце для фанфічної творчості, що приписує <схильність до алкоголю> будь-кому з персонажів?",схильність до алкоголю,1,substances,always_euph,alcoholism,схильність до алкоголю,a tendency to become an alcoholic,,,,,,,PAWUK,25
328,"Чи то він сьогодні <хильнув зайву чарку>, що переважила його можливості нормально поводитись, чи, може, його дратувала моя явна нещирість,","Чи то він сьогодні <хильнув зайву чарку>, що переважила його можливості нормально поводитись, чи, може, його дратувала моя явна нещирість,",хильнути зайвого,1,substances,always_euph,alcoholism,хильнув зайву чарку,drink too much,,,,,,,Grac v. 18,25
329,"Чинний президент Чехії відомий тим, що часто <заглядає до чарки>, а потім буває нестриманим.","Чинний президент Чехії відомий тим, що часто <заглядає до чарки>, а потім буває нестриманим.",заглядати до чарки/в чарку,1,substances,always_euph,alcoholism,заглядає до чарки,to drink alcohol,,,,,,,Grac v. 18,25
330,"Чисто вимите обличчя його з великим носом було яскраво-червоного кольору ( він устиг уже <прикластися до чарки> спирту ), лисина сяяла й вилискувала.","Чисто вимите обличчя його з великим носом було яскраво-червоного кольору ( він устиг уже <прикластися до чарки> спирту ), лисина сяяла й вилискувала.",прикладатися до чарки,1,substances,always_euph,alcoholism,прикластися до чарки,to drink alcohol,,,,,,,Grac v. 18,25
332,"Чоловіки там полюбляють <“хильнути зайвого”>, зате до роботи не дуже охочі: господарством більше займаються жінки, які значно стрункіші, ніж жительки великих міст.","Чоловіки там полюбляють <“хильнути зайвого”>, зате до роботи не дуже охочі: господарством більше займаються жінки, які значно стрункіші, ніж жительки великих міст.",хильнути зайвого,1,substances,always_euph,alcoholism,хильнути зайвого,drink too much,,,,,,,Grac v. 18,25
333,"Чому ті дибільні пастухи, які ще й часто <вмазані>, ходять по дорозі з коровами,ніби дорога лише для них.","Чому ті дибільні пастухи, які ще й часто <вмазані>, ходять по дорозі з коровами,ніби дорога лише для них.",вмазаний,1,substances,sometimes_euph,alcoholism,вмазані,drunk,,,,,,,PAWUK,18
334,"Шкода Наталію... із-за бажання бути коханою влізла в кредити і зв'язалась з недостойним чоловіком. Хоча видно по ній, що любить <прикластися до чарки>....","Шкода Наталію... із-за бажання бути коханою влізла в кредити і зв'язалась з недостойним чоловіком. Хоча видно по ній, що любить <прикластися до чарки>....",прикладатися до чарки,1,substances,always_euph,alcoholism,прикластися до чарки,to drink alcohol,,,,,,,PAWUK,25
335,"Шофер здивувався: для таких родичів завжди влаштовують застілля, й виходять вони <під мухою> у супроводі родичів, знайомих і незнайомих, цілуються та обіймаються на прощання.","Шофер здивувався: для таких родичів завжди влаштовують застілля, й виходять вони <під мухою> у супроводі родичів, знайомих і незнайомих, цілуються та обіймаються на прощання.",під мухою,1,substances,always_euph,alcoholism,під мухою,drunk,,,,,,,Grac v. 18,25
336,"Ще б Тіна Кароль не була би <вмазана>, і Єфросініна не навалювала крінжі - було би взагалі супер.","Ще б Тіна Кароль не була би <вмазана>, і Єфросініна не навалювала крінжі - було би взагалі супер.",вмазаний,1,substances,sometimes_euph,alcoholism,вмазана,drunk,,,,,,,PAWUK,18
337,"Ще причиною може стати вагітність, захворювання нижніх відділів травного тракту (наприклад целіакія), прийом деяких ліків або <проблеми з алкоголем>.","Ще причиною може стати вагітність, захворювання нижніх відділів травного тракту (наприклад целіакія), прийом деяких ліків або <проблеми з алкоголем>.",проблема з алкоголем,1,substances,sometimes_euph,alcoholism,проблеми з алкоголем,a tendency to drink a lot of alcohol,,,,,,,PAWUK,24
338,"Щотижня поліцейські ловили в середньому по 95 водіїв <«під мухою»>, а суди ухвалювали близько 134-ох постанов за 130-ю статтею (нетверезе водіння).","Щотижня поліцейські ловили в середньому по 95 водіїв <«під мухою»>, а суди ухвалювали близько 134-ох постанов за 130-ю статтею (нетверезе водіння).",під мухою,1,substances,always_euph,alcoholism,під мухою,drunk,,,,,,,PAWUK,25
339,"Я в цьому переконався якось у Парижі, коли він <хильнув зайве> і я боявся, щоб він не вскочив у халепу.","Я в цьому переконався якось у Парижі, коли він <хильнув зайве> і я боявся, щоб він не вскочив у халепу.",хильнути зайвого,1,substances,always_euph,alcoholism,хильнув зайве,drink too much,,,,,,,Grac v. 18,25
340,"Я зрадів, що нарешті маю протез! Бо напередодні вже почав <""заглядати в чарку"">. Руки опускалися через ампутацію.","Я зрадів, що нарешті маю протез! Бо напередодні вже почав <""заглядати в чарку"">. Руки опускалися через ампутацію.",заглядати до чарки/в чарку,1,substances,always_euph,alcoholism,заглядати в чарку,to drink alcohol,,,,,,,PAWUK,25
341,"Я навіть <хильнув зайвого>, що зі мною рідко коли трапляється, так як я людина із суворим самоконтролем.","Я навіть <хильнув зайвого>, що зі мною рідко коли трапляється, так як я людина із суворим самоконтролем.",хильнути зайвого,1,substances,always_euph,alcoholism,хильнув зайвого,drink too much,,,,,,,Grac v. 18,25
342,"Я нагадав, що за кермом, але все-таки погодився бодай <змочити губи> за спомин душі, і мені чисто символічно хлюпнули в емальований, у білий горошок кухоль.","Я нагадав, що за кермом, але все-таки погодився бодай <змочити губи> за спомин душі, і мені чисто символічно хлюпнули в емальований, у білий горошок кухоль.",мочити губи,1,substances,sometimes_euph,alcoholism,змочити губи,to drink a little alcohol,,,,,,,Grac v. 18,15
343,"Я так розумію, що статист у них добре <заглядає в чарку>!","Я так розумію, що статист у них добре <заглядає в чарку>!",заглядати до чарки/в чарку,1,substances,always_euph,alcoholism,заглядає в чарку,to drink alcohol,,,,,,,PAWUK,25
344,"Я чув гострі расистські висловлювання від <захмелілого> бельгійця, схоже недавно почув і тут, в Україні...","Я чув гострі расистські висловлювання від <захмелілого> бельгійця, схоже недавно почув і тут, в Україні...",захмелілий,1,substances,sometimes_euph,alcoholism,захмелілого,tipsy,,,,,,,Grac v. 18,22
345,"Як відомо, в актора раніше були <проблеми з алкоголем>.","Як відомо, в актора раніше були <проблеми з алкоголем>.",проблема з алкоголем,1,substances,sometimes_euph,alcoholism,проблеми з алкоголем,a tendency to drink a lot of alcohol,,,,,,,Grac v. 18,24
346,"Як з'ясувалось, кілька років тому його вже позбавляли водійських прав через керування <у нетверезому стані>.","Як з'ясувалось, кілька років тому його вже позбавляли водійських прав через керування <у нетверезому стані>.",у нетверезому стані,1,substances,always_euph,alcoholism,у нетверезому стані,drunk,,,,,,,Grac v. 18,25
347,Як кажуть Софочка – вотка – ета <рєдкая валюта>.,Як кажуть Софочка – вотка – ета <рєдкая валюта>.,рідка валюта,1,substances,sometimes_euph,alcoholism,рєдкая валюта,vodka,,,,,,,https://uahistory.com/topics/events/12751,9
348,"Як наслідок, люди можуть вживати більше алкоголю та ставати більш <захмелілими>, ніж усвідомлюють.","Як наслідок, люди можуть вживати більше алкоголю та ставати більш <захмелілими>, ніж усвідомлюють.",захмелілий,1,substances,sometimes_euph,alcoholism,захмелілими,tipsy,,,,,,,PAWUK,22
349,"Як розповів помічник прокурора міста Хмельницького Олег Яхієв, відчуваючи, що <хильнув зайвого>, Володимир додому вирішив дістатися на таксі.","Як розповів помічник прокурора міста Хмельницького Олег Яхієв, відчуваючи, що <хильнув зайвого>, Володимир додому вирішив дістатися на таксі.",хильнути зайвого,1,substances,always_euph,alcoholism,хильнув зайвого,drink too much,,,,,,,Grac v. 18,25
350,"Як розповідали ветеринари, <схильність до алкоголю> властива усім травоїдним тваринам з теплих країв.","Як розповідали ветеринари, <схильність до алкоголю> властива усім травоїдним тваринам з теплих країв.",схильність до алкоголю,1,substances,always_euph,alcoholism,схильність до алкоголю,a tendency to become an alcoholic,,,,,,,Grac v. 18,25
351,"Як розповіли сусіди загиблих, у помешканні часто збиралися сільські <любителі оковитої>, не був винятком і вечір напередодні трагедії.","Як розповіли сусіди загиблих, у помешканні часто збиралися сільські <любителі оковитої>, не був винятком і вечір напередодні трагедії.",любитель оковитої,1,substances,always_euph,alcoholism,любителі оковитої,heavy drinker,,,,,,,Grac v. 18,25
352,"Як я з нею працюватиму, якщо вона постійно буде <заливати за комір>?..","Як я з нею працюватиму, якщо вона постійно буде <заливати за комір>?..",залити за комір,1,substances,sometimes_euph,alcoholism,заливати за комір,to drink heavily,,,,,,,Grac v. 18,23
353,"Якщо <хильне зайвого>, плете, що завгодно …","Якщо <хильне зайвого>, плете, що завгодно …",хильнути зайвого,1,substances,always_euph,alcoholism,хильне зайвого,drink too much,,,,,,,Grac v. 18,25
354,"Якщо взяти до уваги ваші повідомлення, то складається враження, що у всіх людях, які хоч слово сказали про генетичну <схильність до алкоголю> та опіатів, ви бачите наркоманів, які шукають винних","Якщо взяти до уваги ваші повідомлення, то складається враження, що у всіх людях, які хоч слово сказали про генетичну <схильність до алкоголю> та опіатів, ви бачите наркоманів, які шукають винних",схильність до алкоголю,1,substances,always_euph,alcoholism,схильність до алкоголю,a tendency to become an alcoholic,,,,,,,PAWUK,25
355,"Якщо ви відчуваєте, що можете зануритися в атмосферу свята тільки після декількох порцій напою, ймовірно, це свідчить про <проблеми з алкоголем>.","Якщо ви відчуваєте, що можете зануритися в атмосферу свята тільки після декількох порцій напою, ймовірно, це свідчить про <проблеми з алкоголем>.",проблема з алкоголем,1,substances,sometimes_euph,alcoholism,проблеми з алкоголем,a tendency to drink a lot of alcohol,,,,,,,Grac v. 18,24
357,"Якщо півень обере дзеркало, майбутній чоловік буде лінивим, якщо воду — суджений <заглядатиме до чарки>, а от зерно — то знак гарного господаря.","Якщо півень обере дзеркало, майбутній чоловік буде лінивим, якщо воду — суджений <заглядатиме до чарки>, а от зерно — то знак гарного господаря.",заглядати до чарки/в чарку,1,substances,always_euph,alcoholism,заглядатиме до чарки,to drink alcohol,,,,,,,Grac v. 18,25
358,"🙈 Якщо <захмелілі> чоловіки жінкам здаються непривабливими, то в плодових мушок дрозофіл усе навпаки.","🙈 Якщо <захмелілі> чоловіки жінкам здаються непривабливими, то в плодових мушок дрозофіл усе навпаки.",захмелілий,1,substances,sometimes_euph,alcoholism,захмелілі,tipsy,,,,,,,PAWUK,22
359,🚨 У Луцьку «безправний» водій <«під мухою»> намагався втекти від патрульних,🚨 У Луцьку «безправний» водій <«під мухою»> намагався втекти від патрульних,під мухою,1,substances,always_euph,alcoholism,під мухою,drunk,,,,,,,PAWUK,25
0,—... містер Талберт подивився на мене і каже... він ніколи б не навчився <ходити на горщик>... з бобами щовечора у четвер.,—... містер Талберт подивився на мене і каже... він ніколи б не навчився <ходити на горщик>... з бобами щовечора у четвер.,ходити на горщик,1,Bodily Functions/Parts,always_euph,,ходити на горщик,to go to the potty,,,,,,,Grac,21
1,"""<кака>” є евфемізмом, яким найчастіше, напевно, користуються у спілкуванні з дітьми.","""<кака>” є евфемізмом, яким найчастіше, напевно, користуються у спілкуванні з дітьми.",кака,1,Bodily Functions/Parts,always_euph,,кака,feces/poop,,,,,,,Grac,25
2,"""Сьогодні йшов на службі і думав, що можна було б сказати ""сечити"". Ну є ж сеча. І у медицині, і не вульгарно, та і не <пісі>.","""Сьогодні йшов на службі і думав, що можна було б сказати ""сечити"". Ну є ж сеча. І у медицині, і не вульгарно, та і не <пісі>.",пісі,1,Bodily Functions/Parts,sometimes_euph,,пісі,urine,,,,,,,PAWUK,12
5,"<Кака>, – сказала вона, показуючи на підгузок.","<Кака>, – сказала вона, показуючи на підгузок.",кака,1,Bodily Functions/Parts,always_euph,,кака,feces/poop,,,,,,,Grac,25
6,<метеоризм> словесний це тут в когось сьогодні.,<метеоризм> словесний це тут в когось сьогодні.,метеоризм,1,Bodily Functions/Parts,always_euph,,метеоризм,"verbal flatulence (excessive, pointless talking)",,,,,,,PAWUK 2023,25
7,"<Місячні> – це, по суті, відшарування ендометрію матки.","<Місячні> – це, по суті, відшарування ендометрію матки.",місячні,1,Bodily Functions/Parts,sometimes_euph,,місячні,menstruation/period,,,,,,,Grac,26
8,<Місячні> почались рік тому.,<Місячні> почались рік тому.,місячні,1,Bodily Functions/Parts,sometimes_euph,,місячні,menstruation/period,,,,,,,Grac,26
12,"<піде собі, немовби до вітру>, а всі знають, що він цього ніколи не робить на людях, а завше вибирає собі для того місцину глуху і затишну.","<піде собі, немовби до вітру>, а всі знають, що він цього ніколи не робить на людях, а завше вибирає собі для того місцину глуху і затишну.",ходити/піти/йти до вітру,1,Bodily Functions/Parts,sometimes_euph,,піде до вітру,to go to the toilet,,,,,,,Grac,25
13,"<Пісі> какі, — прокоментував мої дії Віктор, і ми почали.","<Пісі> какі, — прокоментував мої дії Віктор, і ми почали.",пісі,1,Bodily Functions/Parts,sometimes_euph,,пісі,urine,,,,,,,Grac,12
14,<Природні потреби> доводилося справляти просто у вагоні або під час нечастих зупинок серед поля.,<Природні потреби> доводилося справляти просто у вагоні або під час нечастих зупинок серед поля.,природні потреби,1,Bodily Functions/Parts,always_euph,,природні потреби,physiological needs,,,,,,,Grac,25
15,"<Справивши потребу>, Ілля повернув назад, але не просто, а якось обходячи невеличку галявину за деревами, уважно при цьому поглядаючи собі під ноги та по сторонах.","<Справивши потребу>, Ілля повернув назад, але не просто, а якось обходячи невеличку галявину за деревами, уважно при цьому поглядаючи собі під ноги та по сторонах.",справляти потребу,1,Bodily Functions/Parts,always_euph,,справивши потребу,to urinate,,,,,,,Grac,26
16,<Сходив і по-маленькому> і по-великому.,<Сходив і по-маленькому> і по-великому.,піти/ходити (в туалет) по-маленькому,1,Bodily Functions/Parts,always_euph,,сходив по-маленькому,to urinate,,,,,,,Grac,25
17,«Менше <ходити по-великому>»: президент Бразилії вигадав дивний спосіб боротьби зі зміною клімату.,«Менше <ходити по-великому>»: президент Бразилії вигадав дивний спосіб боротьби зі зміною клімату.,ходити/іти по-великому,1,Bodily Functions/Parts,sometimes_euph,,ходити по-великому,to defecate,,,,,,,Grac,24
18,"«Мій дідусь був черешнею» — книжка про те, як важливо навчитися не лише <ходити на горщик> і«правильно» пити какао, а й слухати дерева, лазити по черешні,","«Мій дідусь був черешнею» — книжка про те, як важливо навчитися не лише <ходити на горщик> і«правильно» пити какао, а й слухати дерева, лазити по черешні,",ходити на горщик,1,Bodily Functions/Parts,always_euph,,ходити на горщик,to go to the potty,,,,,,,Grac,21
19,"«Сиджу в туалеті, <приспічило>, і чую гуркіт — пре танк.","«Сиджу в туалеті, <приспічило>, і чую гуркіт — пре танк.",приспічити,1,Bodily Functions/Parts,sometimes_euph,,приспічило,to want to go to the toilet,,,,,,,Grac,14
21,"41-річна зірка розповіла, що треба робити, щоби ""мов годинник"" <ходити в туалет по-великому> щоранку.","41-річна зірка розповіла, що треба робити, щоби ""мов годинник"" <ходити в туалет по-великому> щоранку.",ходити/іти по-великому,1,Bodily Functions/Parts,sometimes_euph,,ходити по-великому,to defecate,,,,,,,Grac,24
22,А <ходити по-великому> мене навчили ще з пелюшок .,А <ходити по-великому> мене навчили ще з пелюшок .,ходити/іти по-великому,1,Bodily Functions/Parts,sometimes_euph,,ходити по-великому,to defecate,,,,,,,PAWUK,24
23,"А в мене <місячні> взагалі! - починали обурюватися дівчата, збиваючи у нерозбірливу отарку вишикувану вчителькою чергу …","А в мене <місячні> взагалі! - починали обурюватися дівчата, збиваючи у нерозбірливу отарку вишикувану вчителькою чергу …",місячні,1,Bodily Functions/Parts,sometimes_euph,,місячні,menstruation/period,,,,,,,Grac,26
24,А ви соромитесь <пукати> перед своїми коханими?,А ви соромитесь <пукати> перед своїми коханими?,пукати,1,Bodily Functions/Parts,sometimes_euph,,пукати,to fart,,,,,,,Grac,27
25,"А коли так <приспічило>, то попісяй у вікно!","А коли так <приспічило>, то попісяй у вікно!",приспічити,1,Bodily Functions/Parts,sometimes_euph,,приспічило,to want to go to the toilet,,,,,,,Grac,14
26,"А коли Фіксі знову <приспічило>, уже майже над ранком, він подався до нужника сам-один.","А коли Фіксі знову <приспічило>, уже майже над ранком, він подався до нужника сам-один.",приспічити,1,Bodily Functions/Parts,sometimes_euph,,приспічило,to want to go to the toilet,,,,,,,Grac,14
27,"А оскільки у циган туалет давно переповнений, то <природні потреби> вони справляють як і де можуть.","А оскільки у циган туалет давно переповнений, то <природні потреби> вони справляють як і де можуть.",природні потреби,1,Bodily Functions/Parts,always_euph,,природні потреби,physiological needs,,,,,,,Grac,25
28,А прикордонники де були? Відійшли на той час <відлити>?,А прикордонники де були? Відійшли на той час <відлити>?,відлити,1,Bodily Functions/Parts,sometimes_euph,,відлити,to urinate,,,,,,,PAWUK,17
29,А проти нудоти або <метеоризму> вживають свіжу шкірку мандарина.,А проти нудоти або <метеоризму> вживають свіжу шкірку мандарина.,метеоризм,1,Bodily Functions/Parts,always_euph,,метеоризму,flatulence,,,,,,,PAWUK 2022,25
30,"А то не сьогодні завтра обвалиться дах чи стіна, та задушить когось, хто зайде сюди справити <природні потреби>.","А то не сьогодні завтра обвалиться дах чи стіна, та задушить когось, хто зайде сюди справити <природні потреби>.",природні потреби,1,Bodily Functions/Parts,always_euph,,природні потреби,physiological needs,,,,,,,Grac,25
31,А то як не каки хочуть то <пісі>.,А то як не каки хочуть то <пісі>.,пісі,1,Bodily Functions/Parts,sometimes_euph,,пісі,to urinate,,,,,,,PAWUK,12
32,А ще соромляться купувати засоби гігієни та мають досвід цькування через <місячні>.,А ще соромляться купувати засоби гігієни та мають досвід цькування через <місячні>.,місячні,1,Bodily Functions/Parts,sometimes_euph,,місячні,menstruation/period,,,,,,,Grac,26
33,"А ще я міг би навчити свій анус розмовляти, коли <пукаю>.","А ще я міг би навчити свій анус розмовляти, коли <пукаю>.",пукати,1,Bodily Functions/Parts,sometimes_euph,,пукаю,to fart,,,,,,,Grac,27
35,"А якщо потрібно <сходити по-великому>, то повітряний потік робить те саме "", – розповів Пік. Тім Пік є першим британським астронавтом ESA","А якщо потрібно <сходити по-великому>, то повітряний потік робить те саме "", – розповів Пік. Тім Пік є першим британським астронавтом ESA",ходити/іти по-великому,1,Bodily Functions/Parts,sometimes_euph,,сходити по-великому,to defecate,,,,,,,Grac,24
36,"А якщо у вас буде син, він зайде в туалет <відлити>,","А якщо у вас буде син, він зайде в туалет <відлити>,",відлити,1,Bodily Functions/Parts,sometimes_euph,,відлити,to urinate,,,,,,,PAWUK,17
37,"Або, навпаки, одягала протигаз і <пукала> весь час.","Або, навпаки, одягала протигаз і <пукала> весь час.",пукати,1,Bodily Functions/Parts,sometimes_euph,,пукала,to fart,,,,,,,Grac,27
39,"Адже, можливо, і цілком ймовірно, що вночі ви хропете або <пукаєте>.","Адже, можливо, і цілком ймовірно, що вночі ви хропете або <пукаєте>.",пукати,1,Bodily Functions/Parts,sometimes_euph,,пукаєте,to fart,,,,,,,Grac,27
40,"Аж раптом я з жахом усвідомив, що в мого товариша знову почались проблеми з животом — Тьомик почав добросовісно <псувати повітря>.","Аж раптом я з жахом усвідомив, що в мого товариша знову почались проблеми з животом — Тьомик почав добросовісно <псувати повітря>.",зіпсувати / псувати повітря,1,Bodily Functions/Parts,sometimes_euph,,псувати повітря,to fart,,,,,,,Grac,14
41,"але відзначався тим, що міг так <зіпсувати повітря> в палаті, що повітря ставало густе від жахливого смороду, сморід був просто фонтастично-незбагненний.","але відзначався тим, що міг так <зіпсувати повітря> в палаті, що повітря ставало густе від жахливого смороду, сморід був просто фонтастично-незбагненний.",зіпсувати / псувати повітря,1,Bodily Functions/Parts,sometimes_euph,,зіпсувати повітря,to fart,,,,,,,Grac,14
42,але мені помагає частіше в туалет <по-великому ходити> 🫢 одужуй 💔,але мені помагає частіше в туалет <по-великому ходити> 🫢 одужуй 💔,ходити/іти по-великому,1,Bodily Functions/Parts,sometimes_euph,,по-великому ходити,to defecate,,,,,,,PAWUK,24
43,"Але не просто конфліктують, бо у вас, вибачте, <критичні дні> або ви вже немолода жінка, і у вас клімакс.","Але не просто конфліктують, бо у вас, вибачте, <критичні дні> або ви вже немолода жінка, і у вас клімакс.",критичні дні,1,Bodily Functions/Parts,sometimes_euph,,критичні дні,menstruation,,,,,,,Grac,13
44,Але при цьому <місячні> приходять і йдуть згідно з графіком.,Але при цьому <місячні> приходять і йдуть згідно з графіком.,місячні,1,Bodily Functions/Parts,sometimes_euph,,місячні,menstruation/period,,,,,,,Grac,26
45,Але спочатку дозволь мені <сходити по-маленькому>.,Але спочатку дозволь мені <сходити по-маленькому>.,піти/ходити (в туалет) по-маленькому,1,Bodily Functions/Parts,always_euph,,сходити по-маленькому,to urinate,,,,,,,Grac,25
47,"Але якщо <місячні> рясні, то як довго не буде промокати така заміна – невідомо.","Але якщо <місячні> рясні, то як довго не буде промокати така заміна – невідомо.",місячні,1,Bodily Functions/Parts,sometimes_euph,,місячні,menstruation/period,,,,,,,Grac,26
48,Американський мільярдер вклав 7 мільйонів доларів у розроблення вакцини проти <метеоризму> у корів.,Американський мільярдер вклав 7 мільйонів доларів у розроблення вакцини проти <метеоризму> у корів.,метеоризм,1,Bodily Functions/Parts,always_euph,,метеоризму,flatulence,,,,,,,PAWUK 2024,25
49,арештованим було дозволено злізти зі скрині й <піти до вітру> (в таких ситуаціях у тому є велика потреба),арештованим було дозволено злізти зі скрині й <піти до вітру> (в таких ситуаціях у тому є велика потреба),ходити/піти/йти до вітру,1,Bodily Functions/Parts,sometimes_euph,,піти до вітру,to go to the toilet,,,,,,,Grac,25
50,"Банани можуть стати причиною <метеоризму> та здуття живота,","Банани можуть стати причиною <метеоризму> та здуття живота,",метеоризм,1,Bodily Functions/Parts,always_euph,,метеоризму,flatulence,,,,,,,PAWUK 2025,25
51,"батько піднімав його, вже досить великого, мало не десятилітнього хлопця, на горщик, щоб зробив <пі-пі>.","батько піднімав його, вже досить великого, мало не десятилітнього хлопця, на горщик, щоб зробив <пі-пі>.",пі-пі,1,Bodily Functions/Parts,sometimes_euph,,пі-пі,to urinate,,,,,,,Grac,16
53,"Бігати будеш до дамської кімнати, як <приспічить>.","Бігати будеш до дамської кімнати, як <приспічить>.",приспічити,1,Bodily Functions/Parts,sometimes_euph,,приспічить,to want to go to the toilet,,,,,,,Grac,14
54,"Більше того, регулярні болючі <місячні> свідчать про те, що цикл був овуляторним, тобто з яєчника вийшла зріла яйцеклітина.","Більше того, регулярні болючі <місячні> свідчать про те, що цикл був овуляторним, тобто з яєчника вийшла зріла яйцеклітина.",місячні,1,Bodily Functions/Parts,sometimes_euph,,місячні,menstruation/period,,,,,,,Grac,26
55,"Біля розважального закладу міліціонери помітили невідомого чоловіка з візуальними ознаками алкогольного сп'яніння, який справляв <природні потреби>.","Біля розважального закладу міліціонери помітили невідомого чоловіка з візуальними ознаками алкогольного сп'яніння, який справляв <природні потреби>.",природні потреби,1,Bodily Functions/Parts,always_euph,,природні потреби,physiological needs,,,,,,,Grac,25
