,ID,TEXT,PET,LABEL,EUPH_STATUS
4963,4963,За героїчну роботу зі знищення ворожих «<пташок>» Володимир отримав «Героя України».,пташка,1,sometimes_euph
4001,4001,"""🕺Гучну <дискотеку> у центрі Тернополя влаштували півсотні першокурсників 🚓""",дискотека,0,sometimes_euph
2223,2223,"Серед обов'язків: взаємодія з клієнтами через чат, <допомога у вирішенні питань> та проблем, ведення акаунтів в соцмережах, наповнення контентом корпоративних сторінок.",допомога  у вирішенні питання,0,sometimes_euph
4464,4464,"Були проблеми з бензином для генератора. Аби їх вирішити, люди зливали паливо з баків своїх <мопедів> і машин. Кухня працювала постійно, готували їсти, бо було багато людей.",мопед,0,sometimes_euph
1151,1151,"""<Бавовни> у нас також не було – полотно робили з конопель. І жодних епідемій, як це було з опіумом або кокаїном, не виникало.""",бавовна,0,sometimes_euph
6495,6495,"Телеграм-канали зазначають, що це точне не <приліт> ракети.",приліт,1,sometimes_euph
6919,6919,"Член Ради Асоціації платників податків Дмитро Олексієнко вважає, що Гетманцев <""мінусує""> рейтинг президента.",мінусувати,0,sometimes_euph
1334,1334,"Коли в сорок два роки у неї припинилися <місячні>, вона, вирішивши, що у неї ранній клімакс",місячні,1,sometimes_euph
3977,3977,"""Якщо хтось захопить Москву, основна маса росіян не буде звертати уваги, доки в їхні будинки не <прилітатимуть> снаряди"", - підсумував експерт.",прилітати,1,sometimes_euph
1870,1870,"Учора поліцейські та лісівники шукали ”<дитину дощу>”, яка зникла ввечері. Про це повідомила пресслужба Поліції Черкащини. За їх інформацією, близько 18:30 до поліції надійшло повідомлення від батьків про зникнення малолітнього сина. Вони сказали, що дитина могла піти до лісу, поруч якого проживають у селі Моринці.",дитина дощу,1,always_euph
663,663,"він був змушений задовольняти <фізіологічні потреби> в відро в присутності своїх сусідів по камері та бути присутнім при тому, як вони користуються тим самим відром",фізіологічні потреби,1,always_euph
4004,4004,"""😅 В другому відео мер заявив, що не підтримує <дискотеки> в місті під час війни""",дискотека,0,sometimes_euph
17,17,"...в м.Києві задокументовано протиправну діяльність головного спеціаліста Вишгородського районного відділу Управління Державної міграційної служби у Київській області, який вимагав та одержував неправомірну вигоду за вирішення питань про <прискорення процедури> видачі «біометричних» паспортів громадян України для виїзду за кордон.",прискорення процедури,1,sometimes_euph
1860,1860,"Після цього він почав ставитися до неї <перебільшено> чемно і, випадково торкнувшися її, зразу ж просив пробачення.",перебільшити,0,sometimes_euph
4175,4175,"«Переконаний, у їх вмілих руках бойові “<пташки>” знайдуть свою ціль», – написав він.",пташка,1,sometimes_euph
5770,5770,Ну не дарма ж вертоліт з міністром <приземлили>… І досі розслідування не провели. Диму без вогню не буває.,приземлити,1,sometimes_euph
2572,2572,"""Війна в Україні спричинить ""найбільший товарний шок"" з 1970-х років, попереджає Світовий банк. У своєму новому звіті він прогнозує, що створені конфліктом збої сприятимуть величезному

 зростанню цін на товари - від природного газу до пшениці та <бавовни>.""",бавовна,0,sometimes_euph
4985,4985,"За його словами, артилерія ""маже"", безпілотники туплять, самі війська не злагоджені, багато трьохсотих та <двохсотих>, а саме командування у доповідях каже лише про уявний успіх.",двохсотий,1,sometimes_euph
6420,6420,"Так пощастило не всім. Із 50 наших бійців, які тоді заїжджали, неушкодженими вийшли тільки 7. Хтось у полоні, хтось безвісти зниклий, хтось <двохсотий>, інші – поранені”.",двохсотий,1,sometimes_euph
4428,4428,"Бо вже починає сіріти, починають FPV-дрони літати і це вже 100% ти <трьохсотий> або двохсотий.",трьохсотий,1,sometimes_euph
5843,5843,"Організоване гаряче харчування. О 19.20 у ДТЕК повідомили, що відновили електропостачання для 184 тис. родин у Бучанському, Вишгородському та Фастівському районах Київщини. На Кіровоградщині <відпрацювала> ППО. В Кропивницькому районі уламки ракети зачепили подвір’я одного з домоволодінь.",Відпрацювати,0,sometimes_euph
5528,5528,На Криворіжжі затримали підозрюваного у крадіжці <мопеда> із сусіднього села Читайте тут,мопед,0,sometimes_euph
5781,5781,"Обговорили питання створення на базі лікарні військового шпиталю для лікування ""<трьохсотих>"".",трьохсотий,1,sometimes_euph
6539,6539,"Тож долучайтеся донатом або руками. Бо кожен дрон не лише <мінусує> ворогів, але й зберігає українських воїнів.",мінусувати,1,sometimes_euph
6846,6846,"Це рибний фарш, який отримують шляхом перероблювання білого <м'яса> риби",м'ясо,0,sometimes_euph
6548,6548,"Тому кошти потрібні, аби купувати ці «<пташки>» нашим хлопцям.",пташка,1,sometimes_euph
962,962,"Є певні емоції, певні події, і вони вносять корективи, <додають> нових <барв>, відтінків.",додавати / додати барв,0,sometimes_euph
5687,5687,"Не знецінюйте подвиг тих, хто вбиває окупантів. ЗСУ свої задачі знає, вони, як ніхто, розуміють скільки і якою силою лізуть на них росіянці. Тому за кожного, відправленого <на концерт до Кобзона>, подяка. Розуміємо, що великою ціною. За цифрами людські життя українців, а не тільки свинособак.",На концерт до Кобзона,1,always_euph
2138,2138,"Раніше у Єврокомісії заявили, що ЄС не пропонував Україні нову <взаємовигідну угоду> щодо видобутку корисних копалин.",взаємовигідна угода,0,sometimes_euph
5217,5217,Кальцій тварини отримують із якісного корму та <м'яса>,м'ясо,0,sometimes_euph
6364,6364,"Стояли в центрі, раптом сильно <прилетіло>, пішов дим.",прилетіти,1,sometimes_euph
1876,1876,"По-перше, <дезінформація> з боку виробника споживачів — покупців і господарських суб'єктів про товар і послуги.",дезінформація,1,sometimes_euph
3966,3966,"""Якщо вдасться оперативно внести зміни у законодавство, то посівна кампанія розпочнеться в кінці квітня — на початку травня, і вже в цьому році Україна одержить перший врожай <бавовни>.""",бавовна,0,sometimes_euph
5165,5165,І перетворюються вони в мертвий кусок <м'яса> посеред українського степу.,м'ясо,0,sometimes_euph
6590,6590,"Тяжкі штори з атласу або бархату <""приземляють""> стелю та візуально зменшують простір. Легкі, струменеві матеріали, такі як бавовна чи штучний шовк, допоможуть створити легше враження.",приземляти,0,sometimes_euph
3023,3023,"""Китай є найбільшим у світі виробником текстилю та одним із найбільших імпортерів <бавовни>.""",бавовна,0,sometimes_euph
4997,4997,"За ніч мій підрозділ на цьому напрямку якось “поклав” кількасот корейців. Росіяни просто їх кидають на м’ясо, що нашим десантникам тільки лишалося встигати <“мінусувати”> їх”, – розповідає про бойові будні Олександр.",мінусувати,1,sometimes_euph
402,402,"Більше не зможуть обманути ці <зелені змії> народ. Слуги чого, чи кого? Всіх слуг геть!!!",зелений змій,0,sometimes_euph
5836,5836,Оператори БпЛА бригади вдало <відпрацювали> по противнику за допомогою ударних безпілотників. Після інтенсивного і тривалого нальоту окупанти забилися в тісний бліндаж і не виходили з укриття. Після цього штурмова група захисників підійшла впритул до їхніх позицій.,Відпрацювати,1,sometimes_euph
4855,4855,До того ж у сусідній будинок уже <прилітав> уламок «шахеда».,прилітати,1,sometimes_euph
967,967,"Качинського покарали за слова про жінок, які мало народжують, бо <""заливають за комір"">.",залити за комір,1,sometimes_euph
1728,1728,"Спершу Фреді Монтеро <прийняв на груди> снаряд після закидання з глибини, прибрав на замаху Володимира Чеснакова і м'яким ударом відправив м'яч у дальній кут воріт, а потім Кабрал вдало зіграв на добиванні.",прийняти на груди,0,sometimes_euph
2206,2206,"Рослина сприяє травленню, лікує <метеоризм> і коліки.",метеоризм,1,always_euph
6862,6862,"Цей день почався штурмом. Наші воїни взяли чотирьох полонених, ще двох <задвохсотили>.",двохсотий,1,sometimes_euph
671,671,"""...люди особливої партії отримували доступ до спеціальних магазинів, готелів, <дискотек>...""",дискотека,0,sometimes_euph
4971,4971,"За даними моніторингових телеграм-каналів, це могла бути ракета типу Х-59, яку окупанти запустили з тимчасово окупованих територій нашої держави. Через кілька хвилин у Дніпрі пролунали потужні вибухи. За попередніми даними, по ворожій цілі <відпрацювала> українська протиповітряна оборона. Станом на 17:07 повітряна тривога по всій Дніпропетровській області ще триває.",Відпрацювати,1,sometimes_euph
1186,1186,"Зрадник, хоче	<замилити очі> волонтерством...",замилювати / замилити очі,1,sometimes_euph
442,442,"Але й ти будь людиною, не <пускай туману в очі>.",пускати туман(у) у вічі (в очі),1,always_euph
5070,5070,"Зарозуміла і пихата дівчинка, думала, що вона найкраща, але є ще кращі. Потрібно <приземлено> себе вести по життю і тоді у тебе буде успіх, а коли дивишся на усіх зверхньо, і думаєш, що вхопила Бога за бороду, щастя від тебе.

",приземлити,0,sometimes_euph
1568,1568,"На Чернігівщині правоохоронці скерували до суду справу проти голови сільради, який <привласнив> понад мільйон гривень на ремонті школи",привласнити,1,always_euph
2343,2343,"Тепер лукашенко вирішив <додати барв> і розповів про українських генералів,  які буцімто дзвонили особисто йому на початку повномасштабного вторгнення і «просили зв’язатися з путіним, щоб зупинити війну і якось здатися в полон».",додавати / додати барв,1,sometimes_euph
4033,4033,"...молодці . тепер ця <пташка> буде бити окупанта ! Слава ЗСУ, ви найкращі",пташка,1,sometimes_euph
949,949,"Іншого разу чотири дні робили сюжет на Яворівському полігоні під час сильних снігопадів. Були мокрі, перемерзли, але він не нарікав... А ще — після створення організації Veterans go, Юрій возив <на візку> “джульєтка” ветеранів, які не могли самостійно пересуватися, допомагав їм підніматися у гори”.",на візку,0,sometimes_euph
1679,1679,"""А такі тканини, як <бавовна> та шерсть, необхідно прати при нижчих температурах, щоб зберегти їхню початкову форму, а також уберегти від усадки та вицвітання.""",бавовна,0,sometimes_euph
6939,6939,"Шахеди не є <ціллю> для винищувачів типу МІГ-29,це просто очевидно насамперед через велику різницю в швидкостях.",ціль,0,sometimes_euph
906,906,Екснардеп Медуниця таки <просунув свою людину> в керівництво “Суспільного”,просунути свою людину,1,always_euph
2720,2720,"""ВОНИ ЩЕ ДО ВІЙНИ ТАК ,,ПРАЦЮВАЛИ""!! <ДИСКОТЕКА> В ХАТІ-СВІТЛО МИГОТІЛО!!""",дискотека,0,sometimes_euph
5716,5716,"Немає мікрорайону, куди б не <прилетів> снаряд.",прилетіти,1,sometimes_euph
5045,5045,"Загалом росіяни запустили по Україні 99 засобів повітряного нападу - ракет різних типів. Українська ППО та підрозділи Сил оборони успішно <відпрацювали > по 72 із 99 запущених ворожих цілях. Вдалось збили всі 10 ""Кинжалів"" та три ""Калібри"".",Відпрацювати,1,sometimes_euph
6398,6398,"Сьогодні, 1 січня, близько 20:40 з'явилась інформація про вибухи в Дніпропетровській області. Попередньо це працює ППО. «Загроза <мопедів>», – написав голова Дніпропетровської обласної ради Микола Лукашук в своєму Telegram-каналі.",мопед,1,sometimes_euph
6096,6096,"Про пілота що нам літак <приземлив> теж багато говорили,де він зараз ????? Про такі речі треба мовчати бо і цього хлопця вб'ють",приземлити,0,sometimes_euph
936,936,"ЄС і Сполучені Штати повинні зробити все для того, щоб переговори щодо цієї честолюбної, всеосяжної і <взаємовигідної угоди> були завершені до кінця 2015 року",взаємовигідна угода,0,sometimes_euph
2258,2258,Скоро і <відлити> в кущах буде страшно. засвітишся десь в новинах міста😂,відлити,1,sometimes_euph
4070,4070,"@smereka_petro @all_zajebiscie @poltava_xx @kremen_x Шось конечно долетіло до міста, але здається шо по решті чємоданів норм так <відпрацювали> винищувачі.",Відпрацювати,1,sometimes_euph
1278,1278,"Кожен, хто долучиться до ярмарку, зробить свій <благодійний внесок> у спільну справу: всі виручені кошти передадуть на лікування трьом рівненським школярам.",благодійний внесок,0,sometimes_euph
3017,3017,"""кабzдон давно вже сприйняв піротехнічний супровід, як базу - для своїх гестролей, по каца.π.дорських головах. і жодного виступу - без букетика, з <бавовною>!""",бавовна,1,sometimes_euph
1694,1694,"Свято офіційно ще не почалося, а багато хто вже <приклався до чарки>.",прикладатися до чарки,1,always_euph
2972,2972,"""Знаєте, я пишаюся людьми, що відправляють невідомі- добрі безпілотники на рф, хай частіше інфраструктура рф збиває ці добрі безпілотники, хай бавовна цвіте. Вони ж самі цього хотіли хай тепер і любуються бажано щодня і по 104 рази на день!""",бавовна,1,sometimes_euph
3177,3177,"""Навіть коли ти випиваєш келих шампанського, то в цей момент я <""мінусую""> себе. Навіть на фізичному рівні, коли я п'ю, у мене сідають голосові зв'язки.",мінусувати,0,sometimes_euph
1284,1284,"Імперські вилупки, припудрені лібералізмом та <лаковані> ""людяністю"" . Жоден ""росліберал"" не вибачився перед українцями , не визнав наше право на свою мову і культуру, ці гниди завжди нас називають як завгодно, лише не окремим народом!",лакований,0,sometimes_euph
1026,1026,"За її словами, Пристайка знають як професійного дипломата, який <має знайомства> у західних країнах.",мати знайомство,0,sometimes_euph
6737,6737,"Україну атакують ""<мопеди>"" - Кім",мопед,1,sometimes_euph
4562,4562,використання космічного простору в мирних <цілях> є спільною справою людства,ціль,0,sometimes_euph
1111,1111,"Запитали в хмельничан, чи вважають вони <подяку в конвертах> корупцією

А як ви вважаєте?",подяка в конверті,1,always_euph
4637,4637,Вітаю з круглим та символічним числом: 200 000 двохсотих <двохсотої> армії світу.....,двохсотий,0,sometimes_euph
1009,1009,"Кожен із них переконався, що виготовлення снігових скульптур вимагає від творців <особливого підходу> , великих зусиль та витримки.",особливий підхід,0,sometimes_euph
4979,4979,"За день бійці бригади знищують не менше ста ворожих солдатів – <двохсотими>, трьохсотими.",двохсотий,1,sometimes_euph
5180,5180,"Ідучи вперед, наші хлопці <мінусують> і перемножують на нуль усю ту мерзоту, що потрапила до нас із-за парєбріка зі зброєю в руках, а також допомагають українським аграріям насичувати органічними добривами наші родючі землі.",мінусувати,1,sometimes_euph
6360,6360,"Степаненко зізнався, що в його будинок <прилетів> снаряд 😢⬇",прилетіти,1,sometimes_euph
3329,3329,"""Пані ведуча! <Бавовна> на кофтинці- чудова! Не кажучи про сам ефір.""",бавовна,0,sometimes_euph
2537,2537,У справі про хабарі в київській ДАІ затримано ще одного підозрюваного Підприємець збирав данину з центрів ДАІ та розподіляв між <учасниками схеми>,учасник схеми,1,sometimes_euph
6921,6921,"Чоловік ступав, вслухаючись у віддалені вильоти і <прильоти>, і якоїсь миті припустив, що десь поруч упав снаряд.",приліт,1,sometimes_euph
5953,5953,Після початку військових дій злочинність майже <на нулі>...,нуль,0,sometimes_euph
2645,2645,Чого їй <приспічило> говорити про Седрика?,приспічити,0,sometimes_euph
271,271,""" просто хтось з журналістів привіз з собою легкозаймисту <бавовну> і не загасив недопалок""",бавовна,1,sometimes_euph
5886,5886,"Певні засоби ППО у росіян є. І дуже схоже, що по нашому БПЛА випустили ракету, з огляду на колір полум'я, ймовірно <трьохсотого> комплексу.",трьохсотий,0,sometimes_euph
6176,6176,"ракетами типу ""Іскандер"" та ""Кинжал"", які росіяни встигли накопичити саме для своїх терористичних <цілей>.",ціль,0,sometimes_euph
4304,4304,"а через три роки м'ясних штурмів ""<м'ясо>"" закінчилося😊😅😂",м'ясо,1,sometimes_euph
2000,2000,"Папір з'явився, але охочих скористатися ним, мабуть, поменшало. На холодні «посиденьки», хіба як дуже <приспічить>, наважишся.",приспічити,1,sometimes_euph
1762,1762,Окупанти продовжують <замулювати очі> споживачам свого пропагадистського контенту,замилювати / замилити очі,1,sometimes_euph
1444,1444,"Крім того, раптова втрата ваги, виконання занадто великої кількості вправ або надмірна вага можуть вплинути на ваші <місячні>.",місячні,1,sometimes_euph
6511,6511,"Типу, якщо різними словами, але в цілому зі схожим мотивом буде написано декілька коментарів, від різних людей у різний час і усі вони опиняться <замінусованими>, то тут вже проглядається певно бото-тенденція.",мінусувати,0,sometimes_euph
5149,5149,І буде <М'ясо> з Орків 😅,м'ясо,1,sometimes_euph
4594,4594,"Війна всюди. І поки <на нулі> пекельне пекло, війна всюди.",на нулі /на нуль,1,sometimes_euph
6356,6356,"Станом на 17 лютого Генштаб ЗСУ повідомив, що ліквідувати вдалося вже 141 260 окупантів. Лише за добу <на концерт до Кобзона> вирушили 800 загарбників. Журналіст та блогер Денис Казанський показав у мережі відео, як зараз виглядає цвинтар у Владивостоці.",На концерт до Кобзона,1,always_euph
6130,6130,"пропагандисти намагаються показати, що військові дії здійснюються лише заради політичних <цілей>, а не для захисту країни.",ціль,0,sometimes_euph
6503,6503,"території росіі», якщо правильно казати «чи буде	спеціальна [спеціальний:adj:f:v_naz] воєнна [воєнний:adj:f:v_naz] операція [операція:noun:inanim:f:v_naz]	на території мордору»",спеціальна воєнна операція,1,always_euph
4587,4587,Відправили <на концерт до Кобзона>!,На концерт до Кобзона,1,always_euph
3123,3123,"""Місцевим жителям дуже заважала ""<бавовна>"". Так, вони скаржилися, що вибухи дуже голосні, а також на те, що в них зникло світло.""",бавовна,1,sometimes_euph
1460,1460,"Можливість <просувати своїх людей> отримав і перший заступник голови фракції партії ""Слуга народу"" у Верховній Раді Олександр Корнієнко.",просунути свою людину,1,always_euph
151,151,""" Була <дискотека> і бій кличка в один вечір.Дівчата танцювали, всі хлопці дивились бій на проекторі""",дискотека,0,sometimes_euph
6494,6494,"Телеграм-канал ""Миколаївський Ваньок"" пише, що по Енгельсу вдарили новітні українські дрони, які ще місяць тому були у вигляді прототипів. ""Це зграя різного роду <мопедів> (у тому числі аналогів «Шахедів») у тому числі мопеди, які здатні на собі нести і великі міни, і деякі КАБи. Кілька місяців тому на свої очі бачив деякі з них у статусі ""прототипів"", а зараз цей ""прототип"" літає спокійно до Енгельса і далі.",мопед,1,sometimes_euph
5151,5151,"І весь час росіяни кажуть про те, як потім буде легко відновити міст, якщо щось <прилетить>.",прилетіти,1,sometimes_euph
5131,5131,"ЗСУ вдалося приземлити ще одну повітряну <ціль> РФ між Маріуполем та Волновахою. Ймовірно, йдеться про СУ-34.",ціль,1,sometimes_euph
655,655,Днями 32-річна канадка сильно <«під мухою»> їхала на своєму авто по Лос-Анджелесу.,під мухою,1,always_euph
6640,6640,"У мирне життя повернеться із-за кордону <""Батальон Монако""> і все піде як і раніше - вони почнуть грабувати країну, а люди з фронту будуть працювати на це кодло.

",Батальон Монако,1,always_euph
83,83,"— Свідчуся премудрим і недовідомим провидінням Господнім, що творить чудеса свої незбагненними шляхами, — я зроду ще не чув запитання, яке б так спантеличувало й <забивало памороки>, як оце.",забивати памороки,0,sometimes_euph
4977,4977,"За два тижні побратими повідомили їй, що Сергій “<трьохсотий>”.",трьохсотий,1,sometimes_euph
5250,5250,"Коли <прилетіло> у Львів, Зеленський сказав, що відповідь за Львів не забариться.

",прилетіти,1,sometimes_euph
964,964,"є пропозиція на 15 хвилин зробити перерву, провести дезінфекцію залу, <природні потреби> і так далі.",природні потреби,1,always_euph
6680,6680,"У районі Кам’янки окупанти трохи просуваються. Але вони заходять у низовину, тому найближчими днями чекаємо багато <двохсотих>.",двохсотий,1,sometimes_euph
4566,4566,Викурюємо з норок та відправляємо <На концерт до Кобзона> 🔥💪,На концерт до Кобзона,1,always_euph
1016,1016,"За звичаєм до свят господині ретельно прибирали в хатах, <вибілювали> помешкання й розмальовували квітами комин, застеляли нові або чисто випрані скатерки, рядна й рушники.",вибілювати/вибілити,0,sometimes_euph
4434,4434,"Бо як це могло бути, що українські воєнні вертольоти	<прилетіли>	, відстрілялись спокійно",прилетіти,0,sometimes_euph
1156,1156,"Згодом мешканець Івано-Франківська зізнався, що документи з університету «<липові>».",липовий,1,sometimes_euph
4128,4128,"<Втомилися>, котики? Знаю, що так. Прорвемось!",втомитися,0,sometimes_euph
2820,2820,"""Дай Бог , щоб ця <бавовна> знищила всі ті літачки , що плюндрують нашу землю і вбивають наших людей .""",бавовна,1,sometimes_euph
1288,1288,Одна з найгірших ситуацій - з працевлаштуванням людей <з психічними порушеннями>.,з психічними порушеннями,1,sometimes_euph
5066,5066,Зараз з нами працює десять людей. Влітку наше підприємство вийшло <на нуль>. Тепер вже прибуткове.,на нуль,0,sometimes_euph
1612,1612,"Не <забивай баки>, психологине!",забивати баки,1,always_euph
5418,5418,"Мінометники бригади ""Форпост"" <відпрацювали> бойову стрільбу. По умовному ворогу гатили з української зброї 120-го калібру. Військові відточували навички мінометного бою перед виїздом на фронт. Більше про вишкіл ""форпостівців"" та їхню новостворену бригаду - дивіться у сюжеті.",Відпрацювати,0,sometimes_euph
5885,5885,"Пару місяців на папері, а по факту декілька людей з мого містечка, без бойового досвіду поїхали <на нуль> вже через два тижні, один з них там вже і від'їхав до богa.

",на нуль,1,sometimes_euph
577,577,"Вам не раз говорилося, що так само, як у ланцюзі, ваше найслабкіше місце у найслабкішому кільці. Та то тільки <півправди>. Ваша міць у найсильнішому з усіх кілець.",напівправда /півправда,0,sometimes_euph
1224,1224,"І все, що <додає барв> кожному дню, може надихати.",додавати / додати барв,0,sometimes_euph
1896,1896,"Це відчули, мабуть, усі українці, які сюди приїхали. Вчора ми поїхали зустріти захід сонця на берег моря, я дивився і бачив, як один із них сидить <на візку>, перед ним сонце сідало в море, а на спині був напис “Україна”.",на візку,0,sometimes_euph
5506,5506,"На вулицях чути, як співають <пташки>: немає ні автомобілів, ні людей, лише деколи бездомні коти бігають вулицями.",пташка,0,sometimes_euph
270,270,"«Не будемо <прикрашати дійсність> – ця зима буде важкою», – каже міністр.",прикрашати дійсність (prykrashaty diysnis't),1,sometimes_euph
375,375,"Антикорупційні органи України встановили ще двох <учасників схеми> розкрадання 12,3 млн грн на Південноукраїнській АЕС і повідомили їм про підозру.",учасник схеми,1,sometimes_euph
1289,1289,"""«Гепарди» вміють розрізняти ворожу і свою авіацію, що дозволяє уникнути <дружнього вогню.>""",дружній вогонь,1,always_euph
1036,1036,За переправлення «<липових>» шоферів призовного віку – кримінальна відповідальність,липовий,1,sometimes_euph
1601,1601,"""А кажуть що їм все добре, ми бачим як їм добре. Вони самі винні в своїх проблемах, а шукати винних вони люблять. А як кричатимуть коли F-16 приноситиме <бавовну> всім їм.""",бавовна,1,sometimes_euph
4523,4523,"Вантажник <приземлив> коробку обережно, щоб не пошкодити її вміст.",приземлити,0,sometimes_euph
4479,4479,"В кращому разі окупант перетвориться на трьохсотого, якого не заберуть, і потім він стане вже <двохсотим>.",двохсотий,1,sometimes_euph
3651,3651,"""Точної статистики не маю,бо не знаю точно, кого задвохсотила, а кого <затрьохсотила>. Підсумки підіб'ємо після війни"".",трьохсотий,1,sometimes_euph
4688,4688,"Вони що, дроны, з білої церкви, запускають?! Що вы людям Втираете?! Дайте відповідь, звідки вони їх запускають, через усю країну пролітають до Киева, <мопеди>, це ж не циркон, які збити неможливо, або майже неможливо?!",мопед,1,sometimes_euph
5083,5083,Збирається <На концерт до Кобзона>!!!😂😂😂😂,На концерт до Кобзона,1,always_euph
4488,4488,"В новорічну ніч збили 45 <мопедів> 😭 Дякую, ППО 😭💗🫂",мопед,1,sometimes_euph
456,456,"Боже,прийми ще одного ангела на небо! Прости нас, бо не зуміли зберегти таку <сонячну дитину>!",сонячна дитина,0,sometimes_euph
699,699,"Діти <з порушенням слуху> дуже полюбляють копіювати вчителя, тому я намагаюсь надати їм можливість обирати та створювати власний практичний продукт.",з порушенням слуху,1,always_euph
3222,3222,"""Наші захисники та захисниці продовжують <мінусувати> все вороже на українській землі💙💛""",мінусувати,1,sometimes_euph
6262,6262,русофобний націоналіст що паркує <мопеди>,мопед,1,sometimes_euph
5094,5094,"Згідно з оприлюдненою інформацією, щонайменше 94 окупанти стали <""двохсотими"">.",двохсотий,1,sometimes_euph
2699,2699,"Щоб він хоть раз за 7 місяців появився на комітеті, а не <розказував байки> про те, що комітет з ним працює.",розказувати байки,1,sometimes_euph
6585,6585,Тула ПЭВЭО С400 <втомився> і відпочиває.,втомитися,1,sometimes_euph
72,72,"<Пі-пі>, — захвилювалось Мишенятко.",пі-пі,0,sometimes_euph
6326,6326,Смоленський авіаційний завод у рф «<втомився>» після завдання удару по ньому.,втомитися,1,sometimes_euph
826,826,"Гібридне насіння — це гібридне насіння, а не гібридне насіння, так воно-таки не гібридне насіння... — <забивав баки> голова.",забивати баки,1,always_euph
6022,6022,Поповнення в родині розвідувальних	<пташок> українського виробництва.,пташка,1,sometimes_euph
4773,4773,"Де вже ті обіцяні літаки? Вже <втомилися> слухати - передадуть та передадуть, а їх нема та й нема!!!",втомитися,0,sometimes_euph
6284,6284,"Свіжомобілізовані росіяни стають <«трьохсотими»> ще на тренувальних полігонах, загалом – через зловживання алкоголем. Про це свідчить чергове перехоплення ГУР МО.",трьохсотий,1,sometimes_euph
845,845,"""...це в тренді - уся ця одежа, рейв-<дискотеки> і таке інше. Абсолютно дев’яності зараз на дворі,""",дискотека,0,sometimes_euph
2009,2009,"""Бійці 44-ї окремої артилерійської бригади імені гетьмана Данила Апостола разом з бійцями аеророзвідки 128-ї окремої гірсько-штурмової бригади влаштували окупантам «<бавовну>» у Василівському районі – між селами Володимирівкою та Чорноземним""",бавовна,1,sometimes_euph
104,104,<Темна справа>. просто так не стріляють,темна справа,0,sometimes_euph
3332,3332,"""Патріоти воюють, а бидло <дискотеки> під московські пісні проводить. Шок.""",дискотека,0,sometimes_euph
6345,6345,Спокійно - це	спеціальна [спеціальний:adj:f:v_naz] воєнна [воєнний:adj:f:v_naz] операція [операція:noun:inanim:f:v_naz]	з демілатарізації та денацифікації українських земель від рашиського режиму.,спеціальна воєнна операція,1,always_euph
2773,2773,"Які б причини не <вигадував> путін, щоб виправдати принизливу втечу свого війська з-під Києва, головна причина одна - рашисти обламали зуби на нашій столиці. Відступ рашистів - це величезна наша перемога завдяки всім захисникам нашого нескореного Києва.",вигадувати / вигадати,0,sometimes_euph
6666,6666,"У новорічну ніч проти 1 січня 2023 року українські військові вдарили по Макіївці, що у Донецькій області, та відправила <на концерт до Кобзона> від 400 до 600 російських загарбників. На диво, Кремль наступного ж дня підтвердив втрати у своєму війську, – експерти назвали це досить ""незвичним"".",На концерт до Кобзона,1,always_euph
3281,3281,"""Ну, очевидно що днями знову буде врожай <бавовни> на околицях.""",бавовна,1,sometimes_euph
6600,6600,"У будь-якого херсонця запитай. Коли гепало, то ми раділи. Бо це наші по них били. Близько, чи далеко, але то наші. То так добре. Ми потім збилися з рахунку… 25 чи 27 – не пам'ятаю. У якийсь момент вже не вірилося, що стільки разів ЗСУ <відпрацювали> по окупантах. Ні, це правда. 25 разів я добре пам'ятаю. А потім ми збилися з рахунку. Десь до 30 разів було.",Відпрацювати,1,sometimes_euph
