,ID,TEXT,PET,LABEL,EUPH_STATUS
2086,2087,"veya oyuna dalıp daha fazla oyun oynamak için işemelerini erteler. Ya da okulda teneffüslerde oyun oynamak için [PET_BOUNDARY]tuvalet ihtiyacını karşılamazlar[PET_BOUNDARY]. Bu çocuklar, değişik manevralar kullanarak (örneğin bacaklarını çaprazlayarak) işemeyi ertelerler. Bunun",tuvalet ihtiyacını karşılamak,1,sometimes_euph
1639,1640,"a da çok iş çözdürdü. Bu olaylar daha da büyümesin diye Zindaşti dosyasını kapatmak için hastanede Burhan Kuzu'nun [PET_BOUNDARY]fişini çektiler[PET_BOUNDARY] diye düşünüyorum. "" Güç bende diyenlerin hiçbir kaygı duymadan yürüttükleri mafya-siyaset ilişkiler ağının",fiş çekmek,1,sometimes_euph
458,459,"BDP Eşbaşkanı Gültan Kışanak'ın  annesi Melek Özer, Elazığ'daki evinde vefat etti. Kışanak, Elazığ'a gitmek üzere yola çıktı. 82 yaşındaki Melek Özer, daha önce felç geçirmiş, geçen ay da düşme sonucu kalça kemiği kırılmış ve ameliyata alınmıştı. Ancak ameliyat sonrası sağlık tam olarak durumu düzelmeyen Melek Özer, dün [PET_BOUNDARY]hayata gözlerini yumdu[PET_BOUNDARY]. Melek Özer'in cenazesi yarın Elazığ'a üç kilometre uzaklıktaki Sun köyünde düzenlenecek cenaze töreninin ardından defnedilecek. (ajanslar)",hayata gözlerini yummak,1,always_euph
24,25,[PET_BOUNDARY]Aybaşı[PET_BOUNDARY] sancılarını keser.,aybaşı,1,sometimes_euph
2052,2053,"bazı insanaların kalp ve kandolaşımı problemi, damarların yağlanması (arterioskleroz) ve aşırı kilolar'dan [PET_BOUNDARY]öbür dünyaya göçmeye[PET_BOUNDARY] başladılar ve bu beni korkutu. Bu nedenle bir çok diyet yöntemi uyguladıysamda pek başarılı olmadım. Bende et, peynir",öbür dünyaya göçmek,1,always_euph
2409,2410,"istemin kendilerine ulaştığı tarihten itibaren bir yıl içinde ödemeyen üyeler, Yönetim Kurulu kararıyla üyelikten [PET_BOUNDARY]çıkarılabilirler[PET_BOUNDARY]. Bu durumda olanlar yeniden üye olmak isterlerse eski aidat borçları 2 katı olarak alınır. C)Dernek organlarınca",çıkarmak,1,sometimes_euph
1968,1969,"görünüyordu. Daha önce Paris'teki berbat restoran zincirlerinden birinde (adı ""Hippopotamus"" mu neydi – Michel'in [PET_BOUNDARY]eli sıkıydı[PET_BOUNDARY], yemekle de arası yoktu) bir akşam yemeğinde karşılaştığım kardeşi Roger' la temas kurmaya çalıştım. Strasbourg'",eli sıkı,0,sometimes_euph
301,302,"Emmy ödüllü aktrisin menejeri Barbara Lawrence, McClanahan'in felç geçirerek öldüğünü söyledi. [PET_BOUNDARY]Göğüs[PET_BOUNDARY] kanseri nedeniyle 1997 yılında tedavi gören McClanahan, 2009 yılında da baypas ameliyatı geçirmişti. Televizyonlarda 1980'li yıllarda gösterilen ""Altın Kızlar"" dizisinde Dorothy'i canlandıran Estelle Getty ve Sophia'yı canlandıran Estelle Getty de yaşamını yitirmişti.",göğüs,1,sometimes_euph
1929,1930,"okuyor. Shapiro'nun karşılaştırmalı okumaları devletlerin, devlet-olmayan güç odaklarının, silah ticareti, [PET_BOUNDARY]seks işçisi[PET_BOUNDARY] kaçakçılığı, kanun uygulama ve hüküm verme işleriyle uğraşan bireylerin eylemlerinden doğdukları haliyle savaş",seks işçisi,1,always_euph
1795,1796,". Sam amca. George W. Bush gitse yerine ya gelir Hilary kılintın teyze. Ya da Barak O bama, şu sana. Uzaklardan gelir, [PET_BOUNDARY]üç harflidir[PET_BOUNDARY]. Karpitle sarartılır muz amma aslı banana. Çikita banana yahut corc dabilyu buş amca. Usama. Şaraptan anlarmış",üç harfli,0,sometimes_euph
447,448,"Kadir’in Büyükçekmece Yeni Mezarlık’taki kabri başında yapılan anmaya, arkadaşımızın ailesi, yakınları, Milliyet çalışanları ve sevenleri katıldı. Anma töreni okunan duaların ardından sona erdi. Milliyet’te sayfa sekreteri olarak görev yapan arkadaşımız, yakalandığı hastalığa yenik düşerek 10 Mart 2013’te 28 yaşında [PET_BOUNDARY]hayata gözlerini yummuştu[PET_BOUNDARY]. Etiketler: Büyükçekmece",hayata gözlerini yummak,1,always_euph
552,553,"Kırklareli Yenitaşlı köyündeki olayda, işçi emeklisi olan ve çiftçilik yaptığı belirtilen Ahmet Tekin'i  (66), arı soktu. Arı sokmasına karşı alerjisi olduğu belirtilen Tekin'in, ambulansla Lüleburgaz Devlet Hastanesi'ne kaldırılırken hayatını [PET_BOUNDARY]kaybettiği[PET_BOUNDARY] öğrenildi. Tekin'in cenazesi, Yenitaşlı köyünde toprağa verildi. Ahmet Tekin'in oğlu Muzaffer Tekin, babasının daha önce arı sokmasından kaynaklanan alerjiyi önlemek amacıyla ilaç kullandığını ancak arının soktuğu gün ilacını almadığını söyledi.",kaybetmek,1,sometimes_euph
2103,2104,bizim zevkimize bırakılmış durumda. Sevimli Midilli Temizle bizlere bir midillinin bütün ihtiyaçlarını görme ve bu [PET_BOUNDARY]ihtiyaçları giderme[PET_BOUNDARY] fırsatı sunmuş durumda. Uzun tekstil Uzun tekstil Telefon : 0212 6642988Faksı : 0212 Sektör : Tekstil Sektörü Uzun,ihtiyaç gidermek,0,sometimes_euph
2087,2088,", değişik şehirlerden gelen konuklarımızın, yurtdışından gelen hemşerilerimizin ve özellikle bayanlarımızın [PET_BOUNDARY]tuvalet ihtiyaçlarının karşılanması[PET_BOUNDARY] için ilçemizin muhtelif yerlerinde 2 adet umuma açık tuvalet hizmeti planlanması ve yapılması. Lüleburgazspor'da",tuvalet ihtiyacını karşılamak,0,sometimes_euph
26,27,"""Kadınlar üremeleri devam etmese de devam eden  [PET_BOUNDARY]aybaşı[PET_BOUNDARY] kanamalarından, sıcak basmanın olmamasından memnundular.""",aybaşı,1,sometimes_euph
1563,1564,"ne çabuk unutuyorlar, birbirlerine saygılı olmak da kusuru-küsuru bırakıp yunmamış YUNAN bizlere neden hâlâ [PET_BOUNDARY]abdest bozduruyor[PET_BOUNDARY], yoksa bir de bizden KESE mi yemek istiyor...?! Hiçbir ülkenin halkı, diğer ülkenin halkına ne tamamen dost, ne",abdest bozmak,0,sometimes_euph
1642,1643,önce ırk standartlarına iyice hakim olunması gerekir. Dizel araçların fişini çektiler Dizel araçların [PET_BOUNDARY]fişini çektiler[PET_BOUNDARY] Avrupa'da dizel otomobillerin çağı sona eriyor. Hükümetlerin çevreci politikalar nedeniyle dizel otomobillere,fiş çekmek,0,sometimes_euph
1166,1167,"olarak görülmektedir. İkinci neden olarak "";;sosyal yapı"";; yı söyleyebiliriz. Ergenlikte az kadınla/erkekle [PET_BOUNDARY]birlikte olmuş[PET_BOUNDARY] olmak, evlenmeden önce doyuma ulaşmamış olmak, görücü usulü evlilik yapmış olmak, erken yaşta evlenmek ya da tutucu",birlikte olmak,1,sometimes_euph
1855,1856,"sınırlarını genişleterek Musul ve Bağdat gibi merkezi yerleri de Safevi devleti sınırları içine aldı. Şah İsmail'in [PET_BOUNDARY]Hakka yürümesinden[PET_BOUNDARY] (1524) sonra yerine oğlu 1. Tahmasp geçti. Tahmasp, Safevi devlet örgütlenmesini güçlendirmeye çalışırken babası",hakka yürümek,1,sometimes_euph
1158,1159,". Sorundan kız çocukları erkeklere göre daha fazla etkileniyor. Rüyada Aybaşı Olmak Görmek Rüyada bir kadının [PET_BOUNDARY]aybaşı[PET_BOUNDARY] yani hayız olduğunu görmek günah bir iş yapacağına işaret eder. Erkeğin aybaşı olduğunu görmesi yalan söylemesine,",aybaşı,1,sometimes_euph
1265,1266,"ve de öyle yapıldı. Bu deklarasyonun üstünden geçen yılların macerası herkesçe malum olduğu için ayrıca yazmaya [PET_BOUNDARY]hacet görmüyorum[PET_BOUNDARY]. Netice olarak, 29 Eylül 1923'de Filistin'de İngiliz mandasının resmen yürürlüğe girmesinin sonucunda gelişen",hacet görmek,0,sometimes_euph
1787,1788,"zorunda kaldılar. Güçleri büyüktü ama iradeleri zayıftı. Taşı koruma işini bir insana, insanı da koruma işini [PET_BOUNDARY]üç harfliye[PET_BOUNDARY] verdiler. Yabancıdan; iblisten, şeytandan... 3. Bölüm çok zaman sonra... Fatih daha yeni 23'üne basmıştı. Sık sık",üç harfli,1,sometimes_euph
1619,1620,"vardı. Hatta yarım asır önce pantolon sadece erkelerde vardı. Erkek kıyafetlerinde ceket altında mevsimine göre ya [PET_BOUNDARY]yakasız gömlek[PET_BOUNDARY] giyilir, ya da ""kazak"" ismi verilen elde örülmüş günümüzde ""triko"" adı verilen kıyafetler olurdu. Erkeklerin",yakasız gömlek,0,sometimes_euph
396,397,aile cenaze işlemi tamamlandıktan sonra üçünde [PET_BOUNDARY]hakka yürüyen[PET_BOUNDARY]  canın elbiseleri yıkanır.,hakka yürümek,1,sometimes_euph
700,701,"Gazetemiz yazarlarından Bağış Erten'in babası, hukukçu ve emekli hakim Ruşen Eşref Erten yaşamını yitirdi. Merhumun [PET_BOUNDARY]naaşı[PET_BOUNDARY] yarın ikindi namazına mukabil Zincirlikuyu mezarlığında son yolculuğuna uğurlanacak. Cumhurriyet ailesi olarak Erten Ailesi'ne sabır ve başsağlığı diliyoruz.",naaş,1,always_euph
860,861,"Hırvatistan Milli Futbol Takımı'nın kaptanı Darijo Srna'nın babası Uzeir Srna, kanser hastalığına yenik düştü ve yaşamını yitirdi. Rahatsızlığı nedeniyle bir süredir hastanede tedavi gören Uzeir Srna, Türkiye ile Hırvatistan arasında oynanan maç esnasında [PET_BOUNDARY]vefat etti[PET_BOUNDARY]. Türkiye karşısında 90 dakika boyunca mücadele eden Srna, babasının ölümünü maçın ardından öğrendi.",vefat etmek,1,always_euph
421,422,"DIŞ HABERLER SERVİSİ Buna göre, müşteri bulmak için sokakta bekleyen [PET_BOUNDARY]hayat kadınları[PET_BOUNDARY] gece başına 6 euro (15 TL) ödeyecek. Sokağa yerleştirilen ilk cihaza bir gecede 264 euro (657 TL) miktarında para ödendiği açıklandı. Etiketler:",hayat kadını,1,always_euph
1519,1520,"gelen arkadaşıyla aldattığını düşünerek cinayeti işlemişti. Haksız da sayılmazdı. Başka bir erkek karısının [PET_BOUNDARY]muayyen gününü[PET_BOUNDARY] nasıl bilebilirdi ki. Efendim ne demişler: ""İnsan gırtlağı dokuz boğumdur. Söyleyeceğiniz dokuzuncu boğuma",muayyen günü,1,sometimes_euph
126,127,"Bingöl'de 9 Ekim'de, kent merkezinde Emniyet Müdürüne yönelik düzenlenen ve Emniyet Müdür Yardımcısı Atıf Şahin, Komiser Hüseyin Hatipoğlu'nun şehit olması, Emniyet Müdürü Atalay Ülker ile polis memuru Uğur Atlı'nın yaralanmasıyla sonuçlanan saldırıyla ilgili aranan Erhan Şenyuva, dün polis tarafından yakalandı. Saldırıyı gerçekleştirdikleri iddia edilen ve Genç İlçesi girişinde çıkan çatışmada öldürülen 4 kişi ile [PET_BOUNDARY]birlikte olduğu[PET_BOUNDARY] öne sürülen Şenyuva, olay gecesinden beri aranıyordu.",birlikte olmak,0,sometimes_euph
1488,1489,"İşletmeciliği Tic. AŞ halktan aldığını halka vermeyi aklının kıyısından geçirip sahnesini hiç değilse ayın [PET_BOUNDARY]muayyen günlerinde[PET_BOUNDARY] operaya, baleye, tiyatroya vermeyi düşünmüyor. Somali'ye yol yapacak hastane kuracak, Libya'ya 200 milyon dolar",muayyen günü,0,sometimes_euph
2033,2034,". Atay'ın mesajları ... HABER MERKEZİ – Hürriyet yazarı Ahmet Hakan, İstanbul'da beş AKP'li belediye başkanının '[PET_BOUNDARY]gidici[PET_BOUNDARY] ' olduğunu yazdı. HABER MERKEZİ – Hürriyet yazarı Ahmet Hakan, Ankara'nın 'bağımsızlık referandumu' düzenleyen",gidici,0,sometimes_euph
2376,2377,. 4. olan ise de güzeldi ama biz 3 kişi olduğumuzdan o boşta kalmıştı. Gecenin ilerleyen saatlerinde Phuket gece [PET_BOUNDARY]hayatına veda ederek[PET_BOUNDARY] Bayanlar ile otele geçtik. O gece tahmin edemediğim bir gece yaşadım. Bayana değer değmez çığlık basıyordu. Hatta,hayata veda etmek,0,sometimes_euph
120,121,"Sertleşme güçlüğü çeken erkeklerde cinsel gücü artıran Viagra hapının, erkekleri daha mülayim hale getirdiği tespit edildi. Araştırmalara göre, Viagra kullanan erkekler, aşk hayatlarında daha uyumlu oluyor. Alman psikolog ve seks araştırmacıları, Viagra hapı sayesinde normal bir cinsel hayata kavuşan erkeklerin, cinsel sorunlarının ortadan kalkması nedeniyle [PET_BOUNDARY]birlikte oldukları[PET_BOUNDARY] kadınlara daha fazla anlayış gösterdiğini ortaya koydular.",birlikte olmak,1,sometimes_euph
1926,1927,sonuçta ekonomisi fuhuş ve kumar olan bir ülkeye her zaman turistik gezi için gelinmiyor . Bu konuda da 200 bin kaçak [PET_BOUNDARY]seks işçisi[PET_BOUNDARY] bulunduran Gürcistandaki piyasa dolar bazında olduğu için tavsiyem Tiflisten ya da Ukrayna Kharkivden yaz sezonu,seks işçisi,1,always_euph
503,504,• Teorik olarak [PET_BOUNDARY]iki canlı[PET_BOUNDARY] aşı ya  aynı anda yapılmalı ya da aralarında en az 1 ay olmalıdır.,iki canlı,1,sometimes_euph
1748,1749,için anlattım küçüklüğümden beri onlarla uğraştığım için sanki bana tam mussallat da demesem benimle uğraşan bir [PET_BOUNDARY]üç harfli[PET_BOUNDARY] var ama tekrar korkum yok önce allahhın cc sonra hz süleyman as izni olmadan bi şey yapıcaklarını düşünmem sizde,üç harfli,1,sometimes_euph
313,314,"Ünlü popçu Sıla konsere, ""Kavuşmak çok güzel"" sözleriyle başladı. Sıla, şarkılarıyla olduğu kadar dans şovuyla da izleyenleri coşturdu. İlk gün derin [PET_BOUNDARY]göğüs[PET_BOUNDARY] dekolteli beyaz tulumuyla beğeni toplayan şarkıcı, ikinci gün de beyaz rengi tercih etti. Sıla’nın ceketi çıkarıp fırlatması büyük alkış aldı.",göğüs,1,sometimes_euph
2200,2201,"yaşar. Ve içinde hayat kalmayana kadar yaşamı çürür durur. Kız piçle yatıyor ve piç onu terk ediyor. Biz de piç onunla [PET_BOUNDARY]yattığı[PET_BOUNDARY] için ona kötü davrandığını düşünüyoruz zira piç onu sadece ""seks için kullanıyor (ve anaç ama acımasız kadınlar,",yatmak,1,sometimes_euph
600,601,"Bu data, American Express, NatWest ve RBS'nin bir milyondan fazla müşterisinin hesap ve telefon numaralarının yanı sıra imzalarını da içeriyordu. Gazete, bilgisayarı satın alan kişinin, durumu fark edince derhal yetkililere haber verdiğini yazdı. RBS bankası yetkilileri de olayı doğruladı. İngiltere'de nisan başında da HSBC bankası, 370 bin müşterisiyle ilgili bilgileri içeren bir CD'nin [PET_BOUNDARY]kaybolduğunu[PET_BOUNDARY] açıklamış ve özür dilemişti.",kaybetmek,0,sometimes_euph
2277,2278,"in zamanaşımı gibi itirazlarını dinlemeyerek mağdur gurbetçinin parasının geri... https://t.co/mKEBFrlfYM [PET_BOUNDARY]eli uzun[PET_BOUNDARY] adamın kariyerindeki ilk göz ağrılarındandır aynı zamanda. 7 Kasım 1997 CHP Şişli İlçe Başkanı D.Çatlı, m2'si 1",eli uzun,0,sometimes_euph
1409,1410,"beliren o pek zarif serabımsı toromlar, çocuklar top oynarken topun yaşlı bir teyze kılığında oradan geçmekten olan [PET_BOUNDARY]iyi saatte olsunlara[PET_BOUNDARY] tam üç kere aynı biçimde çarpıp dönüşü, yerin ruhu'nun birer dışavurumu olarak ortaya çıkıyorlar. Gün içinde hep",iyi saatte olsunlar,1,sometimes_euph
1431,1432,"Kulübü, 1908) yine bu semtten çıkmış. Her ne kadar zaman içinde bir kısmı tahrip olmuş, bir kısmı yol çalışmalarına [PET_BOUNDARY]kurban gitmiş[PET_BOUNDARY] olsa da semtin canlı birer tanığı günümüze ulaşan semt hazireleri. Bünyesinde barındırdığı mezar taşları ile semtin",kurban gitmek,0,sometimes_euph
1714,1715,önce adalet sağlansın. Önce hak edene hakkı teslim edilsin.. Ha birde unutmadan şunu da belirteyim.. Aziz Yıldırım [PET_BOUNDARY]aramızdan ayrıldığında[PET_BOUNDARY] yeni sezona ne ad vereceğiz doğrusu çok merak ediyorum... ERTUNGA COLAK 7 yıl önce süleyman Seba severler buna itiraz,aramızdan ayrıldı,0,sometimes_euph
2095,2096,"sadece dandik gundik tabelacıkların üzerinde görüldüklerinde sevinç naraları atılan sembollerdir. tuvalette [PET_BOUNDARY]ihtiyaç giderilir[PET_BOUNDARY]. helâya sıçılır. kenefe bi daha sıçılır. yüznumarada küçük aptes, apteshanede büyük aptes (abdest diil!) yapılır.",ihtiyaç gidermek,1,sometimes_euph
450,451,"2011 yılının Aralık ayında [PET_BOUNDARY]hayata gözlerini yuman[PET_BOUNDARY] Kim Jong - il için başkent Pyongyang’da yaptırılan heykelin değişimi kafa karışıklığı yarattı. İlk olarak üzerinde ceket bulunan heykel için ‘parka’nın daha uygun bir seçim olduğu düşünülüyor. Heykelin ilginç değişimini ise Japonya’daki bir haber ajansı tarafından çekilen 2 fotoğrafta anlamak mümkün oluyor. Etiketler: haber , haberler ,",hayata gözlerini yummak,1,always_euph
1947,1948,"bari terasa alan yapayım oraya yapsın diye 100 litre toprak alıp etrafını tahtalarla çevreledim. Çirkin gidip [PET_BOUNDARY]tuvaletini yaptı[PET_BOUNDARY]. Toprak tazeydi, üzerini burnuyla toprağı iteleye iteleye kapattı. @sofistiket; bahtı güzel olsun diye adını",tuvalet yapmak,1,sometimes_euph
1923,1924,"Femen'le ortaklaşa bir projeye imza atsınlar. Keza onlarda Avrupa'nın oturma eylemi gibi götten aktivizmine ""bizi [PET_BOUNDARY]seks işçisi[PET_BOUNDARY] olarak görmeyin"" pankartlarının yanında bakire memesi gibi dimdik goncalarını gözler önüne sererek yeni bir soluk",seks işçisi,1,always_euph
370,371,"""Heyetin başkanı, şimdi [PET_BOUNDARY]Hakk'ın rahmetine kavuşmuş[PET_BOUNDARY] olan Yusuf  Serveroğlu Bey'dir.""",hakkın rahmetine kavuşmak,1,always_euph
1958,1959,"vatandaşların vakit geçirmesi için 10 Adet altıgen kamelya imalatı yapıldı. 2 adet bay, 2 adet bayan ve 2 adet engelli [PET_BOUNDARY]tuvaleti yapıldı[PET_BOUNDARY]. Çınar altı dinlenme alanına 1500 Metre Kare granit küp taştan meydan düzenlemesi ve 50 Metre Uzunluğunda 3 kademeli",tuvalet yapmak,0,sometimes_euph
572,573,Antalya'nın Kaş İlçesi açıklarında Akdeniz Doğu Baseni'nde saat 12.38'de Richter ölçeğine göre 3.4 büyüklüğünde deprem meydana geldi. Yerin 8.6 kilometre derinlikteki deprem Kaş'a bağlı Bayındır Mahallesi'ne 38.8 kilometre uzaklıkta meydana geldi. Deprem ilk belirlemelere göre herhangi bir can ve mal [PET_BOUNDARY]kaybına[PET_BOUNDARY] neden olmadı.,kaybetmek,0,sometimes_euph
73,74,"Haberin diğer fotoğrafları için tıklayın 2012 yılında kendisinden 9 yaş küçük iş adamı Wissam Al Mana ile evlenen Janet Jackson, şu an bebek [PET_BOUNDARY]bekliyor[PET_BOUNDARY]. 7 aylık hamile olan 50 yaşındaki Janet'ın hamilelikte bir hayli kilo alması dikkati çekti.",beklemek,1,sometimes_euph
1198,1199,yok olucan Beden toprakta gezen solucan Bir can pazarının içine atılacan Canını kurtaracan varacan Ya da varamadan [PET_BOUNDARY]dört kolluyla[PET_BOUNDARY] taşınacan Söyle buna dayanır mı acep can Ya şimdi konuş dile getir yoksa hep mi susacan Yoruldukça kurayacan feci,dört kollu,1,sometimes_euph
604,605,"Mustafa Tuzcu idaresindeki 28 TE 493 plakalı otomobil, Düzce TEM Otoyolu Kaynaşlı Darıyer Hasanbeyli mevkisinde, sürücüsünün direksiyon hakimiyetini [PET_BOUNDARY]kaybetmesi[PET_BOUNDARY] sonucu yoldan çıkarak devrildi. Metrelerce ters olarak sürüklendikten sonra durabilen otomobildeki sürücü Mustafa Tuzcu, Çiğdem, Beyza (8), Saliha (5) ve Esra Tuzcu (3) yaralandı. Çevredeki vatandaşlar tarafından otomobilden çıkarılan yaralılar, olay yerine gelen 112 Acil Servis ambulanslarıyla Düzce'deki çeşitli hastanelere kaldırıldı.",kaybetmek,0,sometimes_euph
2280,2281,"diğer çocuklar mahşerde bunlara ne yapacak çok merak ediyorum. Torpil konusunda sadece siyasileri eleştirmeyin, [PET_BOUNDARY]eli uzun[PET_BOUNDARY] olan herkes illâ bir yerinden tutuyor. Teşkilatçı olsun, vekil olsun, bakan olsun, bakmayan olsun, bürokrat olsun,",eli uzun,0,sometimes_euph
691,692,"Yaşamını yitiren tiyatro sanatçısı Gönül Ülkü Özcan'ın cenazesi yarın defnedilecek.Özcan için Kadıköy Haldun Taner Sahnesi'nde saat 10.30'da bir tören düzenlenecek. Sanatçının [PET_BOUNDARY]naaşı[PET_BOUNDARY], öğle namazını müteakip Üsküdar'daki Şakirin Camisi'nde kılınacak cenaze namazının ardından Karacaahmet Mezarlığındaki aile kabristanında toprağa verilecek.",naaş,1,always_euph
2115,2116,"bulunmaktadır. Burada bütçenize uygun konaklayabileceğiniz tesisler bulunmaktadır. Aynı zamanda yeme-içme [PET_BOUNDARY]ihtiyacınızı giderebileciğiniz[PET_BOUNDARY] mekanlarda bulunmaktadır. Gaziantep denince akla yemekler gelir. Burada içli köfte, kebapların ve bol fıstıklı",ihtiyaç gidermek,0,sometimes_euph
1782,1783,"sürekli babasının öldüğü yeri görmek istediğini söyledi. Avusturya'da 15 yaşındaki kızıyla birlikte yaşayan ve ""[PET_BOUNDARY]üç harflilerden[PET_BOUNDARY]"" korktuğunu söyleyen kadın, eski eşinin 1 aydır kendilerinden haber alamaması üzerine polisler tarafından yapılan",üç harfli,1,sometimes_euph
53,54,Yeni  kadrolara atanma tarihi meclisin karar tarihini takip eden [PET_BOUNDARY]aybaşını[PET_BOUNDARY] geçemez.,aybaşı,0,sometimes_euph
826,827,"Spor Toto Basketbol Ligi ekiplerinden Galatasaray Odeabank'ın ABD'li basketbolcusu Blake Schilb'in erkek kardeşi, [PET_BOUNDARY]vefat etti[PET_BOUNDARY]. Sarı - kırmızılı kulübün internet sitesinden yapılan açıklamada, ""Basketbolcumuz Blake Schilb'in, bir süredir kanser tedavisi gören 25 yaşındaki erkek kardeşi, maalesef hayata veda etti. Oyuncumuza ve tüm ailesine başsağlığı diliyoruz"" ifadeleri kullanıldı. Schilb'in, cenaze törenine katılmak üzere ABD'ye gittiği de kaydedildi.",vefat etmek,1,always_euph
969,970,"544162	Kalıplı kulpları ile kazandığı yüksek kavrama yeteneği sayesinde [PET_BOUNDARY]göğüslerinizi[PET_BOUNDARY] desteklerken, tahrişleri önlemek üzere iç kısımlarında dikiş bulunmayan koşu sütyenlerini tercih etmek, koşu rotanıza daha iyi odaklanmanıza yardım eder.",göğüs,1,sometimes_euph
1416,1417,"değerleriyle tanımlanmış Cumhuriyet kadınına(!) tanınmış seçilme hakkının peşine düşenlerse ya liberaller ya da [PET_BOUNDARY]iyi saatte olsunlar[PET_BOUNDARY] tarafından akılları, çelinerek kandırılmış saf kadınlardır. Kandırılabilir saf kadınlar milletin meclisine",iyi saatte olsunlar,1,sometimes_euph
1320,1321,döneminde kilo problemi yaşamamak için e 7-14 kg arası kilo kazanımı genelde sağlıklı kabul edilmektedir.yani [PET_BOUNDARY]iki canlısın[PET_BOUNDARY] daha fazla yemelisin önerilerine kulak asmadan sadece günlük ekstra ~300 kalori anlamına gelmektedir.ile,iki canlı,1,sometimes_euph
1212,1213,ayakkabı seslerini kum saatinin akışına uydurma. Ben sana kendini yorma dedikçe sen daha kaç kez ölü bir cesedin [PET_BOUNDARY]dört kollu[PET_BOUNDARY] tabutunu tek başına omuzlamaya devam edeceksin. Yoruldukça renksiz balonların peşinde ben gözyaşına esir,dört kollu,1,sometimes_euph
1250,1251,". Bu haramdır. Mühürde itibar kaşa değil, halkayadır. Kaşı taştan, akikten vesaireden olabilir. Şu kadar var ki bir [PET_BOUNDARY]hacet görülmedikçe[PET_BOUNDARY] mühür kullanılmaması efdaldir. ŞEFKAT ""– Yetimin işlerini üzerine alan kimse ile ben, Cennette bu iki parmak gibiyiz",hacet görmek,0,sometimes_euph
2131,2132,". O seneden itibaren Karolin artık kışları da sık sık bize kalmaya gelirdi. 1968 yazı da sonunda bitmiş ve yazlıktan [PET_BOUNDARY]inme[PET_BOUNDARY] dönemi gelmişti. Sonya ile yine gözyaşları ile ayrılmıştık. Aynı programa devam edecektik. Mektuplaşma, haftada",inme,0,sometimes_euph
898,899,"Ünlü müzisyen, ""Soul Kitchen in Red Bank"" adlı restoranın aşevi etiketi olmadan [PET_BOUNDARY]yoksul[PET_BOUNDARY] insanlara sıcak yemek yardımında bulunacağını açıkladı. Menüsünde fiyat belirtilmeyen restoranda müşteriler, güçleri oranında ödeme yapacak. Hiç parası olmayanlar ise borçlarını ödemek için restoranda çalışacak. ""Yumurta bile pişiremeyen"" Bon Jovi ise restoranda bulaşık yıkayıp, yerleri temizleyerek destek verecek.",yoksul,1,sometimes_euph
44,45,"""SSK sağlık kurumlarında spiral takma, [PET_BOUNDARY]aybaşı[PET_BOUNDARY] düzenleme ve sterilizasyon ameliyatı , istek üzerine yapılmalıdır.""",aybaşı,1,sometimes_euph
1425,1426,"PARALARIMIZ P ARALARIMIZ ne demek! Paramız demeliydim,değii mi? Ama konu başka. Dinler misiniz? Geçen ay içinde [PET_BOUNDARY]iyi saatte olsunlar[PET_BOUNDARY] ,Gelir Vergisi'nin üçüncü taksidini verdik. Bizim reçete tam SANAYİCİLERİN DİKKATİNE-Odamıza kayıtlı Cem Makine",iyi saatte olsunlar,0,sometimes_euph
456,457,"RADİKAL -  Sümer Tilmaç'ın ölümü ailesi, hayranları ve dostlarını yasa boğdu. 67 yaşında [PET_BOUNDARY]hayata gözlerini yuman[PET_BOUNDARY] sanatçı, Sedat Peker'in Esma Sultan Yalısı'ndaki düğününe katılmıştı. Burada kalp krizi geçiren usta oyuncu, kurtarılamadı. Düğünde objektiflere takılan Tilmaç, son kez böyle görüntülendi.",hayata gözlerini yummak,1,always_euph
367,368,Başbuğumuz Alparslan Türkeş'in  Cenab - ı [PET_BOUNDARY]Hakk'ın rahmetine kavuşmasından[PET_BOUNDARY] sonra liderine terbiyesiz ve edepsiz yaklaşan  bazı ayrık otları çıkmışsa da bu kutsal çatı altında fazla barınamadan ayıklanmış  ve dışlanmışlardır.,hakkın rahmetine kavuşmak,1,always_euph
1614,1615,"derman. Yemedim kul hakkını,en azından bilerek, Eyledim ibadeti,bazen sık bazen seyrek. Nasip olur mu bilmem,bana [PET_BOUNDARY]yakasız gömlek[PET_BOUNDARY], İstemem hiç Ya Rab'bi,imandan ayrı ölmek. Şu Dünya'ya geleli,bitmedi imtihanım, Beni en çok korkutur,yaman ise",yakasız gömlek,1,sometimes_euph
0,1,"Takvim'de yer alan habere göre Akkaya, kızı Ayşe'nin jimnastik dersinde çekilen fotoğrafını önceki gün İnstagram'da n takipçileriyle paylaştı. Minik kızın fotoğrafının altına yapılan çirkin bir yorum eski mankeni çileden çıkardı. ""Bu leş, [PET_BOUNDARY]akıl hastası[PET_BOUNDARY] pis sapık, çocuk fotoğrafları altına iğrenç yazılar yazmakta! Bu sapığı elbirliği ile şikâyet edelim ve anasından doğduğuna pişman edelim!"" diyen Akkaya, takipçisini mahkemeye vereceğini söyledi..",akıl hastası,1,sometimes_euph
