id,text,sentence,pet,label,category,euph_status,sub-category,source,pet_wordform,left-hand context (one sentence),right-hand context (one sentence),literal_translation,non_euph_equivalent,non_euph_equivalent_translation
137,"Najlepiej użyć do tego specjalnego stojaka na bagaż — jest on w każdym pokoju. Sprzątaczki mają średnio 30 min na dokładne sprzątnięcie pokoju i przygotowanie go dla kolejnych gości. I skupiają się na tym, co najbardziej widoczne.",Sprzątaczki mają średnio 30 min na dokładne sprzątnięcie pokoju i przygotowanie go dla kolejnych gości.,sprzątnąć,0,illegal activity,sometimes_euph,offenses,KWJP,sprzątnięcie,Najlepiej użyć do tego specjalnego stojaka na bagaż — jest on w każdym pokoju.,"I skupiają się na tym, co najbardziej widoczne.",to clean up,-,-
138,"Reszta grzała już krzesła w stołecznych klubach lub właśnie wyskakiwała z taksówek, aby znaleźć dla siebie mało intymne miejsce w huczących barach lub dyskotekach. Sońka zapaliła papierosa podprowadzonego barmanowi i oparła się plecami o nagrzany mur budynku. Zza rogu wyszła sześcioosobowa grupa wyrostków z butelkami piwa w rękach.",Sońka zapaliła papierosa podprowadzonego barmanowi i oparła się plecami o nagrzany mur budynku.,podprowadzić,1,illegal activity,sometimes_euph,offenses,KWJP,podprowadzonego,"Reszta grzała już krzesła w stołecznych klubach lub właśnie wyskakiwała z taksówek, aby znaleźć dla siebie mało intymne miejsce w huczących barach lub dyskotekach.",Zza rogu wyszła sześcioosobowa grupa wyrostków z butelkami piwa w rękach.,to escort/to walk sb to sth,ukraść,to steal
661,"Kilka dni temu byłem na urodzinach Izy i Renaty, jak co roku, znów w tych postindustrialnych przestrzeniach na Hożej. Ciężko się było bawić, skoro powodów do radości brakowało, coraz ciężej też bez alkoholu, choć nie przystąpiła do mnie potrzeba urżnięcia się, na myśl o smaku wina dostaję nieprzyjemnych dreszczy. W tłumie aktorów, aktorek, postaci publicznych lawirowałem, nie umiejąc odnaleźć miejsca i wpadając w pułapki zastawiane przez napitych nudziarzy.","Ciężko się było bawić, skoro powodów do radości brakowało, coraz ciężej też bez alkoholu, choć nie przystąpiła do mnie potrzeba urżnięcia się, na myśl o smaku wina dostaję nieprzyjemnych dreszczy.",bez alkoholu,1,substances,sometimes_euph,,KWJP,bez alkoholu,"Kilka dni temu byłem na urodzinach Izy i Renaty, jak co roku, znów w tych postindustrialnych przestrzeniach na Hożej.","W tłumie aktorów, aktorek, postaci publicznych lawirowałem, nie umiejąc odnaleźć miejsca i wpadając w pułapki zastawiane przez napitych nudziarzy.",without alcohol,bez picia alkoholu,without drinking alcohol
800,Spakuj ubrania i kota. Pobędziesz u nas trzy tygodnie bez alkoholu. Poczujesz się lepiej.,Pobędziesz u nas trzy tygodnie bez alkoholu.,bez alkoholu,1,substances,sometimes_euph,,KWJP,bez alkoholu,Spakuj ubrania i kota.,Poczujesz się lepiej.,without alcohol,bez picia alkoholu,without drinking alcohol
916,"Większość z tych tragicznych wypadków w wodzie była spowodowana alkoholem. Polacy nie wyobrażają sobie życia bez alkoholu. Każdy powód jest dobry, by się napić.",Polacy nie wyobrażają sobie życia bez alkoholu.,bez alkoholu,1,substances,sometimes_euph,,KWJP,bez alkoholu,Większość z tych tragicznych wypadków w wodzie była spowodowana alkoholem.,"Każdy powód jest dobry, by się napić.",without alcohol,bez picia alkoholu,without drinking alcohol
142,"Udało mi się znaleźć muszelki wyglądające tak, jakby dopiero co wyrzucone na brzeg. Są też fragmenty muszli małży o grubych skorupach, nierzadko obrobione do postaci krążków. Surowcem na nie powinny być muszle małży z rodzaju Venus.","Są też fragmenty muszli małży o grubych skorupach, nierzadko obrobione do postaci krążków.",obrobić,0,illegal activity,sometimes_euph,offenses,KWJP,obrobioione,"Udało mi się znaleźć muszelki wyglądające tak, jakby dopiero co wyrzucone na brzeg.",Surowcem na nie powinny być muszle małży z rodzaju Venus.,to process,-,-
968,"W przypadkach ciężko przebiegających lub z powikłaniami, a także u osób z grup ryzyka powikłań podaje się leki przeciwwirusowe. Zmiany skórne powinny być odkażane środkami dezynfekcyjnymi bez alkoholu. Dziecko należy codziennie myć pod prysznicem, by zmyć strupki i zniszczony naskórek.",Zmiany skórne powinny być odkażane środkami dezynfekcyjnymi bez alkoholu.,bez alkoholu,0,substances,sometimes_euph,,KWJP,bez alkoholu,"W przypadkach ciężko przebiegających lub z powikłaniami, a także u osób z grup ryzyka powikłań podaje się leki przeciwwirusowe.","Dziecko należy codziennie myć pod prysznicem, by zmyć strupki i zniszczony naskórek.",without alcohol,-,-
1039,"– Dobrze. Polecisz mi jakiś koktajl bez alkoholu? – poprosił. – Pocahontas albo Hanna Montana byłyby w sam raz – odpowiedziała, wskazując na karcie oba koktajle.",Polecisz mi jakiś koktajl bez alkoholu? – poprosił.,bez alkoholu,0,substances,sometimes_euph,,KWJP,bez alkoholu,– Dobrze.,"– Pocahontas albo Hanna Montana byłyby w sam raz – odpowiedziała, wskazując na karcie oba koktajle.",without alcohol,-,-
1040,"I kolęd posłucha, bo to część kultury. Spotka się ze znajomymi w sylwestra, wypije piwo bez alkoholu. – Po prostu żyję jak człowiek, szanuję Boga i własną religię, i w Koranie jest tak napisane: i czcijcie Boga, przestrzegajcie jego zasad w miarę możliwości – mówi.","Spotka się ze znajomymi w sylwestra, wypije piwo bez alkoholu.",bez alkoholu,0,substances,sometimes_euph,,KWJP,bez alkoholu,"I kolęd posłucha, bo to część kultury.","– Po prostu żyję jak człowiek, szanuję Boga i własną religię, i w Koranie jest tak napisane: i czcijcie Boga, przestrzegajcie jego zasad w miarę możliwości – mówi.",without alcohol,-,-
146,"Spojrzałam na materiał mojej najlepszej sukienki – już nie odświętny, w drobne niezapominajki, tylko zabrudzony, zwyczajny: kwiatki zwiędły, rabatkę posypano popiołem. Rozpłakałam się i chyba te łzy zmyły ze świata szarość i popiół, bo odważyłam się spojrzeć na twarze mężczyzn siedzących na pace ciężarówek, w szoferkach, na transporterach. Bardzo wydawali mi się podobni jeden do drugiego, jak gdyby wydała ich na świat ta sama, wielka i pracowita matka.","Rozpłakałam się i chyba te łzy zmyły ze świata szarość i popiół, bo odważyłam się spojrzeć na twarze mężczyzn siedzących na pace ciężarówek, w szoferkach, na transporterach.",paka,0,illegal activity,sometimes_euph,offenses,KWJP,pace,"Spojrzałam na materiał mojej najlepszej sukienki – już nie odświętny, w drobne niezapominajki, tylko zabrudzony, zwyczajny: kwiatki zwiędły, rabatkę posypano popiołem.","Bardzo wydawali mi się podobni jeden do drugiego, jak gdyby wydała ich na świat ta sama, wielka i pracowita matka.",truck bed,-,-
147,"Ziemię z okolicy wybrano do cna, trzeba było jeździć po nią coraz dalej. Robotnicy żądali obstawy, na wypadek gdyby Wysokim przyszło do głowy zorganizować zuchwały napad na koparkę. Gdy im odmówiono, sabotowali pracę, symulując różnorakie choroby.","Robotnicy żądali obstawy, na wypadek gdyby Wysokim przyszło do głowy zorganizować zuchwały napad na koparkę.",zorganizować,0,illegal activity,sometimes_euph,offenses,KWJP,zorganizować,"Ziemię z okolicy wybrano do cna, trzeba było jeździć po nią coraz dalej.","Gdy im odmówiono, sabotowali pracę, symulując różnorakie choroby.",to arrange,-,-
148,"Coraz więcej reklam adresowanych jest do nich. Regularne zabieranie ich do hipermarketów może się skończyć katastrofą finansową. Czy potrafimy oprzeć się pokusie reklam – zwłaszcza telewizyjnych, które są bardzo sugestywne, bo operują jednocześnie obrazem i dźwiękiem?",Regularne zabieranie ich do hipermarketów może się skończyć katastrofą finansową.,zabieranie,0,illegal activity,sometimes_euph,offenses,KWJP,zabieranie,Coraz więcej reklam adresowanych jest do nich.,"Czy potrafimy oprzeć się pokusie reklam – zwłaszcza telewizyjnych, które są bardzo sugestywne, bo operują jednocześnie obrazem i dźwiękiem?",taking,-,-
644,"- Idzie do domu przy Corrientes (pod numerem 1258) zwanego „El Palomar”, gdzie gnieździła się biedota, gdzie kiedyś mieszkał, w chorobie, bez grosza. Wpatruje się w to, co niewidoczne, a widzi jedynie „drzwi swego pokoiku, znajome liszaje, odpryski na ścianie”","Idzie do domu przy Corrientes (pod numerem 1258) zwanego „El Palomar”, gdzie gnieździła się biedota, gdzie kiedyś mieszkał, w chorobie, bez grosza.",bez grosza,1,employment/finances,always_euph,money,KWJP,bez grosza,-,"Wpatruje się w to, co niewidoczne, a widzi jedynie „drzwi swego pokoiku, znajome liszaje, odpryski na ścianie”",without a penny,w biedzie,in poverty
702,"Nie lubię akademickiego świata. Trudno się o tym mówi, ale musiałem wykładać, bo byłem bez grosza, a mam piątkę dzieci. To jedyny sposób, żeby coś zarobić w tej dziedzinie.","Trudno się o tym mówi, ale musiałem wykładać, bo byłem bez grosza, a mam piątkę dzieci.",bez grosza,1,employment/finances,always_euph,money,KWJP,bez grosza,Nie lubię akademickiego świata.,"To jedyny sposób, żeby coś zarobić w tej dziedzinie.",without a penny,biedny,poor
151,"Cóż – powiedział lekarz, pochylając się nad rannym – zobaczmy, co się da zrobić dla tego kolegi. […] Kiedy wychodziłem, zatrzymał mnie. – Proszę, zadzwoń do dyrekcji fabryki i powiedz im, że po prostu muszę mieć więcej ciepła w tym miejscu”.","Kiedy wychodziłem, zatrzymał mnie.",zatrzymać,0,illegal activity,sometimes_euph,offenses,KWJP,zatrzymał,"Cóż – powiedział lekarz, pochylając się nad rannym – zobaczmy, co się da zrobić dla tego kolegi. […]","– Proszę, zadzwoń do dyrekcji fabryki i powiedz im, że po prostu muszę mieć więcej ciepła w tym miejscu”.",to hold back,-,-
642,"W połowie czerwca zostawił ją na tym samym peronie, na którym wysiadła z pociągu z Hajdarabadu, niczego nie tłumacząc. Ciężarną, o czym jeszcze nie wiedziała, bez pieniędzy na bilet. Wróciła do domu na gapę, cztery razy wyrzucali ją z pociągu, cztery razy wracała.","Ciężarną, o czym jeszcze nie wiedziała, bez pieniędzy na bilet.",bez pieniędzy,0,employment/finances,sometimes_euph,money,KWJP,bez pieniędzy,"W połowie czerwca zostawił ją na tym samym peronie, na którym wysiadła z pociągu z Hajdarabadu, niczego nie tłumacząc.","Wróciła do domu na gapę, cztery razy wyrzucali ją z pociągu, cztery razy wracała.",without money,-,-
684,"Tamtejsza sala mogła pomieścić nawet pięćset osób. Festiwal WOW zorganizowano niemal bez pieniędzy, przy udziale mnóstwa wolontariuszy. W 1980 roku pokazano trzydzieści sześć spektakli z ośmiu krajów, na następnym festiwalu jeszcze więcej.","Festiwal WOW zorganizowano niemal bez pieniędzy, przy udziale mnóstwa wolontariuszy.",bez pieniędzy,0,employment/finances,sometimes_euph,money,KWJP,bez pieniędzy,Tamtejsza sala mogła pomieścić nawet pięćset osób.,"W 1980 roku pokazano trzydzieści sześć spektakli z ośmiu krajów, na następnym festiwalu jeszcze więcej.",without money,-,-
986,"(...) bo w najlepszym wypadku zabierali Żydom pieniądze i nie doprowadzali do żandarmerii, ale przecież to było i tak równoznaczne z wyrokiem śmierci. Co ma robić Żyd bez pieniędzy? Co najwyżej samemu dojść do żandarmerii i poprosić o kulę.",Co ma robić Żyd bez pieniędzy?,bez pieniędzy,0,employment/finances,sometimes_euph,money,KWJP,bez pieniędzy,"(...) bo w najlepszym wypadku zabierali Żydom pieniądze i nie doprowadzali do żandarmerii, ale przecież to było i tak równoznaczne z wyrokiem śmierci.",Co najwyżej samemu dojść do żandarmerii i poprosić o kulę.,without money,biedny,poor
155,"One nie miały jej wcale. Przez chwilę pomyślałem, że ktoś gwizdnął opony, ale te były na miejscu. Letnie, lecz nadal z głębokim bieżnikiem.","Przez chwilę pomyślałem, że ktoś gwizdnął opony, ale te były na miejscu.",gwizdnąć,1,illegal activity,sometimes_euph,offenses,KWJP,gwizdnął,One nie miały jej wcale.,"Letnie, lecz nadal z głębokim bieżnikiem.",to whistle,ukraść,to steal
1089,"W związku z tym w kontekście podziału światowego obraz pracy w Polsce był mizerny. Status szlachty był chroniony prawem, chłopi żyli bez pieniędzy, przywiązani do miejsca w przestrzeni i uzależnieni od opieki feudalnej (brak społecznej mobilności wertykalnej i horyzontalnej), mieszczanie byli pozbawieni możliwości prowadzenia żywego handlu, dającego wzrost (...). -","Status szlachty był chroniony prawem, chłopi żyli bez pieniędzy, przywiązani do miejsca w przestrzeni i uzależnieni od opieki feudalnej (brak społecznej mobilności wertykalnej i horyzontalnej), mieszczanie byli pozbawieni możliwości prowadzenia żywego handlu, dającego wzrost (...).",bez pieniędzy,0,employment/finances,sometimes_euph,money,KWJP,bez pieniędzy,W związku z tym w kontekście podziału światowego obraz pracy w Polsce był mizerny.,-,without money,w biedzie,in poverty
157,"– Szykujemy się! – zarządził dowódca. Przeszedł do drzwi w bocznej ścianie, otworzył je, zajrzał do środka i gwizdnął z aprobatą. – Doskonale.","Przeszedł do drzwi w bocznej ścianie, otworzył je, zajrzał do środka i gwizdnął z aprobatą.",gwizdnąć,0,illegal activity,sometimes_euph,offenses,KWJP,gwizdnął,– Szykujemy się! – zarządził dowódca.,– Doskonale.,to whistle,-,-
1109,"Nie miał pojęcia, że atakuje swego! Wierzchowiec runął bez życia, wyrzucając Magnusa z siodła niczym kamień z procy. Mocarny człek upadł z hukiem, a od tamtego dnia już zawsze będą pobolewały go plecy…","Wierzchowiec runął bez życia, wyrzucając Magnusa z siodła niczym kamień z procy.",bez życia,1,death,sometimes_euph,vice,KWJP,bez życia,"Nie miał pojęcia, że atakuje swego!","Mocarny człek upadł z hukiem, a od tamtego dnia już zawsze będą pobolewały go plecy…",lifeless,-,-
1134,"Policja nie wyklucza, że po piwie był także 56-letni mężczyzna, który w niedzielę wieczorem utopił się w jeziorze w miejscowości Zakrzewek koło Sępólna Krajeńskiego Ten sam ""grzech"" popełnił 17-latek w czwartek wydobyty bez życia z jeziora Łęckie pod Lipnem. Ostatnią ofiarą weekendowych kąpieli jest 21-latek, który w sobotę pływał w stawie w Chrząstowie pod Inowrocławiem.","Ten sam ""grzech"" popełnił 17-latek w czwartek wydobyty bez życia z jeziora Łęckie pod Lipnem.",bez życia,1,death,sometimes_euph,vice,KWJP,bez życia,"Policja nie wyklucza, że po piwie był także 56-letni mężczyzna, który w niedzielę wieczorem utopił się w jeziorze w miejscowości Zakrzewek koło Sępólna Krajeńskiego","Ostatnią ofiarą weekendowych kąpieli jest 21-latek, który w sobotę pływał w stawie w Chrząstowie pod Inowrocławiem.",lifeless,-,-
1141,"Kiedy Brownson odzyskał świadomość, był zaskoczony wyglądem swojego ciała. Stanowczo twierdził, że znajduje się w obcym ciele i że jego ciałem jest to, które leży bez życia na łóżku obok. Kiedy pielęgniarki pytały go o jego imię, adres, panieńskie nazwisko żony oraz imiona dzieci, Brownson odpowiadał tak, jakby był Brownem.","Stanowczo twierdził, że znajduje się w obcym ciele i że jego ciałem jest to, które leży bez życia na łóżku obok.",bez życia,1,death,sometimes_euph,vice,KWJP,bez życia,"Kiedy Brownson odzyskał świadomość, był zaskoczony wyglądem swojego ciała.","Kiedy pielęgniarki pytały go o jego imię, adres, panieńskie nazwisko żony oraz imiona dzieci, Brownson odpowiadał tak, jakby był Brownem.",lifeless,-,-
1165,"W Luksemburgu tanie są za to papierosy, benzyna i alkohol. PAULINA PRUSZKO: — Owszem, słyszy się często, że to małe, prowincjonalne miasto bez życia. Fakt, w weekendy Luksemburg się wyludnia, a w niedziele wiele restauracji, kawiarni i prawie wszystkie sklepy spożywcze (nie wspominając o wszelkich innych!) są zamknięte.","PAULINA PRUSZKO: — Owszem, słyszy się często, że to małe, prowincjonalne miasto bez życia.",bez życia,0,death,sometimes_euph,vice,KWJP,bez życia,"W Luksemburgu tanie są za to papierosy, benzyna i alkohol.","Fakt, w weekendy Luksemburg się wyludnia, a w niedziele wiele restauracji, kawiarni i prawie wszystkie sklepy spożywcze (nie wspominając o wszelkich innych!) są zamknięte.",lifeless,nudny,boring
1167,"Do przerwy, nie licząc prób po stałych fragmentach gry, legioniści nie mieli żadnego innego pomysłu, by zagrozić bramce Sébastiena Bruzzese? Ot, taki sobie zwykły mecz, bez życia i stawki. Pozbawiony wszelkich emocji, bo Belgowie też nie zachwycali.","Ot, taki sobie zwykły mecz, bez życia i stawki.",bez życia,0,death,sometimes_euph,vice,KWJP,bez życia,"Do przerwy, nie licząc prób po stałych fragmentach gry, legioniści nie mieli żadnego innego pomysłu, by zagrozić bramce Sébastiena Bruzzese?","Pozbawiony wszelkich emocji, bo Belgowie też nie zachwycali.",lifeless,nudny,boring
1281,"Gdy rodzina jedzie w góry, wszyscy stają pod Tatrami i podziwiają widoki. Maciek obraca się plecami. - Szare, smutne, wysokie, bez życia — wystukuje W gimnazjum odkrywa w sobie chemika.","- Szare, smutne, wysokie, bez życia — wystukuje",bez życia,0,death,sometimes_euph,vice,KWJP,bez życia,"Gdy rodzina jedzie w góry, wszyscy stają pod Tatrami i podziwiają widoki. Maciek obraca się plecami.",W gimnazjum odkrywa w sobie chemika.,lifeless,nudny,boring
1162,"Hybrydyczność ma kilka wcieleń. Pierwsze to monstrum, istota bez istoty, płynna, niejasna, tkwiąca między postaciami mitycznymi, takimi jak satyry, trytony, pegazy czy syreny, a potworami będącymi deformacją ludzkich ciał: bezmózgowcami, zroślakami, kalekami, mutantami. Hybryda to skrzyżowanie człowieka i zwierzęcia, wybryk natury.","Pierwsze to monstrum, istota bez istoty, płynna, niejasna, tkwiąca między postaciami mitycznymi, takimi jak satyry, trytony, pegazy czy syreny, a potworami będącymi deformacją ludzkich ciał: bezmózgowcami, zroślakami, kalekami, mutantami.",bezmózgowiec,0,physical/mental attributes,sometimes_euph,vice,KWJP,bezmózgowcami,Hybrydyczność ma kilka wcieleń.,"Hybryda to skrzyżowanie człowieka i zwierzęcia, wybryk natury.",someone without the brain,-,-
1169,"Stąd wniosek van Lommela, że nie sposób już obronić tezy, iż „aktywność mózgu jest jedynym źródłem świadomości"". Opinię tę potwierdzają zresztą także badania nad bezmózgowcami. Wieloletnie obserwacje pozwalają na przykład stwierdzić, że noworodki, które nie mają mózgu, lecz jedynie jego pień, są w stanie reagować na muzykę (choć nie mają ośrodków mózgowych odpowiedzialnych za słuch).",Opinię tę potwierdzają zresztą także badania nad bezmózgowcami.,bezmózgowiec,0,physical/mental attributes,sometimes_euph,vice,KWJP,bezmózgowcami,"Stąd wniosek van Lommela, że nie sposób już obronić tezy, iż „aktywność mózgu jest jedynym źródłem świadomości"".","Wieloletnie obserwacje pozwalają na przykład stwierdzić, że noworodki, które nie mają mózgu, lecz jedynie jego pień, są w stanie reagować na muzykę (choć nie mają ośrodków mózgowych odpowiedzialnych za słuch).",someone without the brain,-,-
1180,"Po prostu obraz nędzy i rozpaczy. Nie mieściło mu się w głowie, co za bezmózgowiec ostrzygł takiego psa do gołej skóry! Cud, że nie dostał udaru słonecznego i w ogóle przeżył.","Nie mieściło mu się w głowie, co za bezmózgowiec ostrzygł takiego psa do gołej skóry!",bezmózgowiec,1,physical/mental attributes,sometimes_euph,vice,KWJP,bezmózgowiec,Po prostu obraz nędzy i rozpaczy.,"Cud, że nie dostał udaru słonecznego i w ogóle przeżył.",someone without the brain,głupiec,fool
1219,"Większość ulega samoistnemu poronieniu. Jednak w Polsce co roku rodzi się co najmniej 20 bezmózgowców Noworodki są głuche, niewidome, nieprzytomne i nie czują bólu.",Jednak w Polsce co roku rodzi się co najmniej 20 bezmózgowców,bezmózgowiec,0,physical/mental attributes,sometimes_euph,vice,KWJP,bezmózgowców,Większość ulega samoistnemu poronieniu.,"Noworodki są głuche, niewidome, nieprzytomne i nie czują bólu.",someone without the brain,-,-
1248,"Mogłem się skupić. Boks nie jest, jak często się o nim myśli, sportem dla bezmózgowców. To są „szachy na szybko”, ponieważ boks wymaga szybkiego i konkretnego myślenia.","Boks nie jest, jak często się o nim myśli, sportem dla bezmózgowców.",bezmózgowiec,1,physical/mental attributes,sometimes_euph,vice,KWJP,bezmózgowców,Mogłem się skupić.,"To są „szachy na szybko”, ponieważ boks wymaga szybkiego i konkretnego myślenia.",someone without the brain,głupiec,fool
1256,"„Trzeba się zgodzić!” – pomyślałem. Ale żeby nie wyjść na kompletnego bezmózgowca, takiego, który bezkrytycznie wszystko przyjmuje, postanawiam się chwilę zastanowić i dopiero wtedy oznajmić jednomyślność. Tak się dzieje.","Ale żeby nie wyjść na kompletnego bezmózgowca, takiego, który bezkrytycznie wszystko przyjmuje, postanawiam się chwilę zastanowić i dopiero wtedy oznajmić jednomyślność.",bezmózgowiec,1,physical/mental attributes,sometimes_euph,vice,KWJP,bezmózgowca,„Trzeba się zgodzić!” – pomyślałem.,Tak się dzieje.,someone without the brain,głupiec,fool
613,"W porze suchej nie szczędził im wody. Posypywał białym proszkiem, jeśli to było potrzebne. Zbierał żółknące liście, wyrównywał linię ostrą maczetą, która jest w Kostaryce najbardziej przydatnym narzędziem pracy, a także bronią.","Posypywał białym proszkiem, jeśli to było potrzebne.",biały proszek,0,substances,sometimes_euph,,KWJP,białym proszkiem,W porze suchej nie szczędził im wody.,"Zbierał żółknące liście, wyrównywał linię ostrą maczetą, która jest w Kostaryce najbardziej przydatnym narzędziem pracy, a także bronią.",white powder,-,-
635,"Pośrodku sali chromowana rura do tańca i brązowa kanapa o oparciu zwieńczonym fioletowo-błękitnym panelem świetlnym. Na niskiej szklanej ławie obok szkatułka, z której Wiachon wysypuje kupkę białego proszku. Wyjmuje z portfela stuzłotowy banknot.","Na niskiej szklanej ławie obok szkatułka, z której Wiachon wysypuje kupkę białego proszku.",biały proszek,1,substances,sometimes_euph,,KWJP,białego proszku,Pośrodku sali chromowana rura do tańca i brązowa kanapa o oparciu zwieńczonym fioletowo-błękitnym panelem świetlnym.,Wyjmuje z portfela stuzłotowy banknot.,white powder,kokaina,cocaine
659,"Połowa tej połowy oczywiście się do tego nie przyznaje. Spotykam bardzo wielu facetów, którzy regularnie wciągają biały proszek, ale sporo robi to po kryjomu i trochę się tego wstydzi. Wcale nie mam tu na myśli narkotyków na imprezach.","Spotykam bardzo wielu facetów, którzy regularnie wciągają biały proszek, ale sporo robi to po kryjomu i trochę się tego wstydzi.",biały proszek,1,substances,sometimes_euph,,KWJP,biały proszek,Połowa tej połowy oczywiście się do tego nie przyznaje.,Wcale nie mam tu na myśli narkotyków na imprezach.,white powder,kokaina,cocaine
743,"Było tak może dlatego, że wyobrażałem sobie arszenik jako substancję równie jadowicie niebieską, co egzotyczny likier. To oczywista bzdura, bo tlenek arsenu ma postać białego proszku. Skąd zatem to skojarzenie? Ponowna lektura Pani Bovary pomogła mi rozwikłać te zagadkę.","To oczywista bzdura, bo tlenek arsenu ma postać białego proszku.",biały proszek,0,substances,sometimes_euph,,KWJP,białego proszku,"Było tak może dlatego, że wyobrażałem sobie arszenik jako substancję równie jadowicie niebieską, co egzotyczny likier.",Skąd zatem to skojarzenie? Ponowna lektura Pani Bovary pomogła mi rozwikłać te zagadkę.,white powder,-,-
174,"Wydarzenia określone przez prokuratora jako drastyczne rozegrały się w nocy z 28 na 29 czerwca 2007 r. Piotr G., który miał wtedy 17 lat i skończoną pierwszą klasę gimnazjum, oraz Dariusz K. (18 lat), którego matka właśnie wyrzuciła z domu, kupili dziesięć piw i flaszkę wódki. Poprzedniej nocy obrobili sklep przy deptaku Bogusława. Wynieśli trochę sprzętu elektronicznego, szklane figurki i cukierki.",Poprzedniej nocy obrobili sklep przy deptaku Bogusława.,obrobić,1,illegal activity,sometimes_euph,offenses,KWJP,obrobili,"Wydarzenia określone przez prokuratora jako drastyczne rozegrały się w nocy z 28 na 29 czerwca 2007 r. Piotr G., który miał wtedy 17 lat i skończoną pierwszą klasę gimnazjum, oraz Dariusz K. (18 lat), którego matka właśnie wyrzuciła z domu, kupili dziesięć piw i flaszkę wódki.","Wynieśli trochę sprzętu elektronicznego, szklane figurki i cukierki.",to process,okraść,to rob
885,"Ale wola walki w nas nie opadła. Kiedy posypywanie białym proszkiem nie przynosiło specjalnie rezultatów, kupowaliśmy nowe trucizny. Mogę dołożyć jeden pozytywny fakt do mrówkologii: bugenwilli nie zjadają.","Kiedy posypywanie białym proszkiem nie przynosiło specjalnie rezultatów, kupowaliśmy nowe trucizny.",biały proszek,0,substances,sometimes_euph,,KWJP,białym proszkiem,Ale wola walki w nas nie opadła.,Mogę dołożyć jeden pozytywny fakt do mrówkologii: bugenwilli nie zjadają.,white powder,-,-
176,"– Nie zaszkodzi. Pomyśl lepiej, gdzie nosić portfel, żeby w ambulansie łatwo go znaleźli, a jednocześnie żeby ktoś ci go nie rąbnął w autobusie – uśmiecha się, jakby powiedział dowcip miesiąca. – Podaj mi sztangę.","Pomyśl lepiej, gdzie nosić portfel, żeby w ambulansie łatwo go znaleźli, a jednocześnie żeby ktoś ci go nie rąbnął w autobusie – uśmiecha się, jakby powiedział dowcip miesiąca.",rąbnąć,1,illegal activity,sometimes_euph,offenses,KWJP,rąbnął,– Nie zaszkodzi.,– Podaj mi sztangę.,to bang,ukraść,to steal
177,"W obu wypadkach scenariusz był podobny. Policja zatrzymała afroamerykańskiego kierowcę, który być może naruszył przepisy, ale potraktowała go z nieuzasadnioną brutalnością. W efekcie przez kolejnych kilka dni centrum miasta stało się strefą wojenną, którą Gwardia Narodowa musiała odbijać skrzyżowanie po skrzyżowaniu.","Policja zatrzymała afroamerykańskiego kierowcę, który być może naruszył przepisy, ale potraktowała go z nieuzasadnioną brutalnością.",zatrzymać,1,illegal activity,sometimes_euph,offenses,KWJP,zatrzymała,W obu wypadkach scenariusz był podobny.,"W efekcie przez kolejnych kilka dni centrum miasta stało się strefą wojenną, którą Gwardia Narodowa musiała odbijać skrzyżowanie po skrzyżowaniu.",to hold back,aresztować,to arrest
959,"Zmienił się, miał huśtawki nastrojów. Kiedyś przejrzałam szuflady w jego biurku i znalazłam torebkę z białym proszkiem. Gdy zapytałam go, czy bierze narkotyki, zrobił mi najpierw okropną awanturę, że grzebię w jego rzeczach.",Kiedyś przejrzałam szuflady w jego biurku i znalazłam torebkę z białym proszkiem.,biały proszek,1,substances,sometimes_euph,,KWJP,białym proszkiem,"Zmienił się, miał huśtawki nastrojów.","Gdy zapytałam go, czy bierze narkotyki, zrobił mi najpierw okropną awanturę, że grzebię w jego rzeczach.",white powder,kokaina,cocaine
1925,"Usłyszałam wózek i zobaczyłam stewardesę. Poprosiłam o kawę, chociaż nie powinnam, bo wiedziałam, że po jej wypiciu na pewno będę biegać do łazienki. Moi współpasażerowie nie mieli na nic ochoty.","Poprosiłam o kawę, chociaż nie powinnam, bo wiedziałam, że po jej wypiciu na pewno będę biegać do łazienki.",biegać do łazienki,1,bodily functions/parts,sometimes_euph,physiology,KWJP,biegać do łazienki,Usłyszałam wózek i zobaczyłam stewardesę.,Moi współpasażerowie nie mieli na nic ochoty.,to run to the bathroom,mieć rozwolnienie,to have diarrhoea
1931,"Panna jęczała, łóżka skrzypiało. Potem biegali do łazienki na golasa. Zrobiłam awanturę byłemu mężowi, który się nią nie przejął.",Potem biegali do łazienki na golasa.,biegać do łazienki,0,bodily functions/parts,sometimes_euph,physiology,KWJP,biegali do łazienki,"Panna jęczała, łóżka skrzypiało.","Zrobiłam awanturę byłemu mężowi, który się nią nie przejął.",to run to the bathroom,-,-
